LOAN_ID,PORTFOLIO_ID,PORTFOLIO_NAME,FRAUD_TYPE,FRAUD_CONFIRMED_DATE,LOAN_STATUS,LOAN_CLOSED_DATE,REPURCHASED_BY_HAPPY_MONEY,CURRENT_INVESTOR
97193,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,Cross River Bank TM
97193,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-10,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
97445,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-10,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
97445,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,Cross River Bank TM
97445,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-10,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
97445,138,Cross River Bank TM,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,Cross River Bank TM
97445,138,Cross River Bank TM,TBD - Needs Business Logic,2025-02-10,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
97445,138,Cross River Bank TM,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,Cross River Bank TM
97445,138,Cross River Bank TM,TBD - Needs Business Logic,2025-02-10,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
97445,138,Cross River Bank TM,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,Cross River Bank TM
97445,138,Cross River Bank TM,TBD - Needs Business Logic,2025-02-10,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
97445,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,Cross River Bank TM
97445,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,Cross River Bank TM
97445,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-10,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
122521,79,First Tech FCU,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,First Tech FCU
122521,79,First Tech FCU,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,First Tech FCU
122521,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,First Tech FCU
122521,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,First Tech FCU
122521,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-10,Charged Off,,No,First Tech FCU
89063,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,Alliant CU
89063,77,Alliant CU,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,Alliant CU
89063,77,Alliant CU,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,Alliant CU
89063,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,Alliant CU
89063,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,Alliant CU
104277,79,First Tech FCU,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,First Tech FCU
104277,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,First Tech FCU
104277,79,First Tech FCU,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,First Tech FCU
104277,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,First Tech FCU
104277,18,Fraud - Declined,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,First Tech FCU
104277,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-07,Charged Off,,No,First Tech FCU
111248,90,Blue FCU,TBD - Needs Business Logic,2025-02-06,Charged Off,,No,Blue FCU
111248,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-06,Charged Off,,No,Blue FCU
111248,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-06,Charged Off,,No,Blue FCU
111248,90,Blue FCU,TBD - Needs Business Logic,2025-02-06,Charged Off,,No,Blue FCU
111248,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-06,Charged Off,,No,Blue FCU
111248,64,Enrolled In AutoPay,TBD - Needs Business Logic,2025-02-06,Charged Off,,No,Blue FCU
87534,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Happy Money
87534,181,BankruptcyWatch Primary Case Terminated,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Happy Money
87534,174,BankruptcyWatch Primary Case Dismissed,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Happy Money
87534,86,GreenState CU,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Happy Money
87534,86,GreenState CU,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Happy Money
87534,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Happy Money
87534,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Happy Money
103707,79,First Tech FCU,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,79,First Tech FCU,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,173,BankruptcyWatch Primary Case Filed,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,74,Do Not Email,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,72,Do Not Call,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,73,Do Not SMS,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,65,Cease and Desist,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
103707,75,Do Not Mail,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,First Tech FCU
111960,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Alliant CU
111960,77,Alliant CU,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Alliant CU
111960,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Alliant CU
111960,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Alliant CU
111960,77,Alliant CU,TBD - Needs Business Logic,2025-02-05,Charged Off,,No,Alliant CU
87754,77,Alliant CU,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
87754,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
87754,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
87754,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
87754,77,Alliant CU,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
101573,198,FEB,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Happy Money
101573,198,FEB,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Happy Money
101573,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Happy Money
101573,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Happy Money
101573,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Happy Money
111483,77,Alliant CU,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
111483,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
111483,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
111483,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
111483,77,Alliant CU,TBD - Needs Business Logic,2025-02-04,Charged Off,,No,Alliant CU
103541,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-31,Charged Off,,No,Alliant CU
103541,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-31,Charged Off,,No,Alliant CU
103541,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-31,Charged Off,,No,Alliant CU
103541,77,Alliant CU,TBD - Needs Business Logic,2025-01-31,Charged Off,,No,Alliant CU
103541,77,Alliant CU,TBD - Needs Business Logic,2025-01-31,Charged Off,,No,Alliant CU
88107,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,USAlliance FCU
88107,88,USAlliance FCU,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,USAlliance FCU
88107,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,USAlliance FCU
88107,18,Fraud - Declined,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,USAlliance FCU
88107,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,USAlliance FCU
88107,88,USAlliance FCU,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,USAlliance FCU
98710,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-30,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98710,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,Cross River Bank TM
98710,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-30,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98710,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-30,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98710,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,Cross River Bank TM
98710,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,Cross River Bank TM
98710,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-30,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98710,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,Cross River Bank TM
98710,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-30,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98710,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,Cross River Bank TM
98710,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-30,Charged Off,,No,Cross River Bank TM
98710,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-30,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
81269,77,Alliant CU,TBD - Needs Business Logic,2025-01-29,Charged Off,,No,Alliant CU
81269,77,Alliant CU,TBD - Needs Business Logic,2025-01-29,Charged Off,,No,Alliant CU
81269,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-29,Charged Off,,No,Alliant CU
81269,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-29,Charged Off,,No,Alliant CU
81269,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-29,Charged Off,,No,Alliant CU
84826,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
84826,77,Alliant CU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
84826,77,Alliant CU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
84826,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
84826,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
88592,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,USAlliance FCU
88592,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,USAlliance FCU
88592,64,Enrolled In AutoPay,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,USAlliance FCU
88592,88,USAlliance FCU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,USAlliance FCU
88592,88,USAlliance FCU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,USAlliance FCU
88592,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,USAlliance FCU
107308,18,Fraud - Declined,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
107308,77,Alliant CU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
107308,77,Alliant CU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
107308,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
107308,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
107308,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
118176,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
118176,79,First Tech FCU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
118176,79,First Tech FCU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
118176,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
118176,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
122483,77,Alliant CU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
122483,77,Alliant CU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
122483,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
122483,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
122483,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,Alliant CU
123783,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
123783,64,Enrolled In AutoPay,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
123783,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
123783,79,First Tech FCU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
123783,79,First Tech FCU,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
123783,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-28,Charged Off,,No,First Tech FCU
81715,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff Consumer Loan Trust
81715,78,Technology CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Technology CU
81715,78,Technology CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff Consumer Loan Trust
81715,78,Technology CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Technology CU
81715,78,Technology CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff Consumer Loan Trust
81715,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Technology CU
81715,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Technology CU
81715,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff Consumer Loan Trust
81715,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Technology CU
81715,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff Consumer Loan Trust
96973,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
96973,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
96973,139,Cross River Bank TP,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
96973,139,Cross River Bank TP,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
96973,139,Cross River Bank TP,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
96973,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
98231,139,Cross River Bank TP,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
98231,139,Cross River Bank TP,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
98231,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
98231,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
98231,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
98231,139,Cross River Bank TP,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TP
100429,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
100429,64,Enrolled In AutoPay,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
100429,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TM
100429,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
100429,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TM
100429,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
100429,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TM
100429,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
100429,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TM
100429,64,Enrolled In AutoPay,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TM
100429,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
100429,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TM
100429,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
100429,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Cross River Bank TM
114817,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Veridian CU
114817,64,Enrolled In AutoPay,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Veridian CU
114817,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Veridian CU
114817,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Veridian CU
114817,91,Veridian CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Veridian CU
114817,91,Veridian CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,Veridian CU
118079,86,GreenState CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,GreenState CU
118079,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,GreenState CU
118079,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,GreenState CU
118079,86,GreenState CU,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,GreenState CU
118079,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-27,Charged Off,,No,GreenState CU
78146,88,USAlliance FCU,TBD - Needs Business Logic,2025-01-23,Charged Off,,No,USAlliance FCU
78146,88,USAlliance FCU,TBD - Needs Business Logic,2025-01-23,Charged Off,,No,USAlliance FCU
