Assignment Date,Status,Batch,Product,Original Creditor,Account Public ID,External Account ID,Creditor Recalled?,Has Valid SSN?,Has User Name?,Has Email?,Has Phone?,Has Address?,No Origination Date,Is Deceased?,Is Bankruptcy?,User ID,Account ID,Charge Off Amount ($),Charge Off Date,Last payment Amount ($),Last Payment Date,Face Value ($)
"Aug 5, 2025",Bankrupt,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0726138888,P9F27426809F4,False,True,True,True,True,True,False,False,True,"485,390","535,368","21,355.27","Apr 11, 2025","1,025.33","Sep 12, 2024","23,091.24"
"Aug 5, 2025",Bankrupt,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0737476616,P435BFBA8AE42,False,True,True,True,True,True,False,False,True,"485,561","535,541","7,260.49","Jun 28, 2025",161.87,"Dec 3, 2024","8,013.82"
"Aug 5, 2025",Bankrupt,HM_AUG_25_SFCU_25Q2,Personal Loan,"Happy Money, Originated by GreenState Credit Union",BA-0655949832,P0716D4985091,False,True,True,True,True,True,False,False,True,"484,329","534,297","14,960.87","Jun 15, 2025",701.87,"Jan 15, 2025","15,925.87"
"Aug 5, 2025",Bankrupt,HM_AUG_25_SFCU_25Q2,Personal Loan,"Happy Money, Originated by GreenState Credit Union",BA-0662765576,P5C617B4E4BEB,False,True,True,True,True,True,False,False,True,"484,432","534,401","20,980.12","May 28, 2025",558.51,"Nov 8, 2024","22,389.47"
"Aug 5, 2025",Bankrupt,HM_AUG_25_SFCU_25Q2,Personal Loan,"Happy Money, Originated by GreenState Credit Union",BA-0685703176,P2200E7E7A45D,False,True,True,True,True,True,False,False,True,"484,779","534,751","4,240.25","Jun 14, 2025",536.03,"Jan 14, 2025","4,462.85"
"Aug 5, 2025",Bankrupt,HM_AUG_25_SFCU_25Q2,Personal Loan,"Happy Money, Originated by GreenState Credit Union",BA-0718667784,P9456446ADFA1,False,True,True,True,True,True,False,False,True,"485,277","535,254","2,327.69","Jun 25, 2025",340.5,"Jan 25, 2025","2,397.24"
"Aug 5, 2025",Bankrupt,HM_AUG_25_SFCU_25Q2,Personal Loan,"Happy Money, Originated by GreenState Credit Union",BA-0728825864,P6FF39AC8001C,False,True,True,True,True,True,False,False,True,"485,431","535,409","10,398.33","May 26, 2025",374.96,"Jan 26, 2025","10,715.49"
"Aug 5, 2025",Bankrupt,HM_AUG_25_TFCU_25Q2,Personal Loan,"Happy Money, Originated by Teachers Federal Credit Union",BA-0666370056,PF6A322EA034A,False,True,True,True,True,True,False,False,True,"484,486","534,456","2,749.07","May 23, 2025",550,"Dec 20, 2024","2,829.7"
"Aug 5, 2025",Bankrupt,HM_AUG_25_TFCU_25Q2,Personal Loan,"Happy Money, Originated by Teachers Federal Credit Union",BA-0671940616,P50A2E5A27C52,False,True,True,True,True,True,False,False,True,"484,569","534,541","24,411.08","Apr 24, 2025",960,"Dec 2, 2024","26,398.34"
"Aug 5, 2025",Bankrupt,HM_AUG_25_USAFCU_25Q2,Personal Loan,"Happy Money, Originated by USAlliance Financial Credit Union",BA-0633733128,PB505CC7BD716,False,True,True,True,True,True,False,False,True,"483,994","533,958","7,530.39","Jun 15, 2025",300,"Jan 15, 2025","7,789.54"
"Aug 5, 2025",Bankrupt,HM_AUG_25_USAFCU_25Q2,Personal Loan,"Happy Money, Originated by USAlliance Financial Credit Union",BA-0635895816,P047BA001FFE4,False,True,True,True,True,True,False,False,True,"484,027","533,991","9,032.89","Jun 20, 2025",600.87,"Jan 20, 2025","9,606.09"
"Aug 5, 2025",Bankrupt,HM_AUG_25_USAFCU_25Q2,Personal Loan,"Happy Money, Originated by USAlliance Financial Credit Union",BA-0640221192,P5D0595FBCED1,False,True,True,True,True,True,False,False,True,"484,092","534,057","13,717.15","Jun 28, 2025",422.49,"Feb 19, 2025","14,492.5"
"Aug 5, 2025",Bankrupt,HM_AUG_25_USAFCU_25Q2,Personal Loan,"Happy Money, Originated by USAlliance Financial Credit Union",BA-0689504264,P2E097893BB07,False,True,True,False,True,True,False,False,True,"484,836","534,809","9,443.81","May 8, 2025",444.28,"Dec 8, 2024","9,913.66"
"Aug 5, 2025",Bankrupt,HM_AUG_25_USAFCU_25Q2,Personal Loan,"Happy Money, Originated by USAlliance Financial Credit Union",BA-0731971592,PE827B69283B9,False,True,True,True,True,True,False,False,True,"485,479","535,457","13,917.61","Jun 2, 2025",662.72,"Dec 24, 2024","14,463.68"
"Aug 5, 2025",Bankrupt,HM_AUG_25_VCU_25Q2,Personal Loan,"Happy Money, Originated by Veridian Credit Union",BA-0723648520,P59DE5A1C0A89,False,True,True,True,True,True,False,False,True,"485,352","535,330","1,266.25","May 1, 2025","1,448.19","Dec 2, 2024","1,314.39"
"Aug 5, 2025",Deceased,HM_AUG_25_GSCU_25Q2,Personal Loan,"Happy Money, Originated by GreenState Credit Union",BA-0670171144,PE8232617DEF7,False,True,True,True,True,True,False,True,False,"484,543","534,514","1,108.1","Apr 18, 2025",592.43,"Jan 19, 2025","1,151.31"
"Aug 5, 2025",Deceased,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0645922824,PF1AAFE9EE61B,False,True,True,True,True,True,False,True,False,"484,179","534,144","3,405.5","Apr 6, 2025",372.96,"Nov 7, 2024","3,691.14"
"Aug 5, 2025",Deceased,HM_AUG_25_TFCU_25Q2,Personal Loan,"Happy Money, Originated by Teachers Federal Credit Union",BA-0721158152,PC5026AE0134E,False,True,True,False,True,True,False,True,False,"485,315","535,292","3,557.78","Apr 10, 2025",470.22,"Feb 17, 2025","3,618.64"
"Aug 5, 2025",Deceased,HM_AUG_25_USAFCU_25Q2,Personal Loan,"Happy Money, Originated by USAlliance Financial Credit Union",BA-0666959880,PE8626A87CC2D,False,True,True,False,True,True,False,True,False,"484,495","534,465","4,185.22","May 9, 2025",631.44,"Dec 8, 2024","4,334.58"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0633470984,PF18449980C46,False,True,True,False,True,True,False,False,False,"483,990","533,954","1,060.85","Jun 2, 2025",161.43,"Feb 2, 2025","1,117.13"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0633602056,P95746ED1AA43,False,True,True,True,True,True,False,False,False,"483,992","533,956","13,879.74","Apr 17, 2025",517.75,"Nov 18, 2024","14,391.12"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0634257416,P283CA170496C,False,True,True,True,True,True,False,False,False,"484,002","533,966","21,454.2","Jun 4, 2025",660.26,"Jan 4, 2025","23,228.65"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0634388488,P6DEBC1EC4148,False,True,True,True,True,True,False,False,False,"484,004","533,968","20,474.21","Apr 4, 2025",659.45,"Dec 5, 2024","21,686.24"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0634454024,PE651133D430A,False,True,True,True,True,True,False,False,False,"484,005","533,969",435.87,"Jun 19, 2025",283.32,"Jul 31, 2025",211.43
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0634519560,P72FE6907BCCE,False,True,True,True,True,True,False,False,False,"484,006","533,970","5,760.78","Jun 25, 2025",595.11,"Apr 25, 2025","5,953.38"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0634585096,P45896D14F236,False,True,True,True,True,True,False,False,False,"484,007","533,971","23,227.53","Apr 8, 2025",755.37,"Dec 2, 2024","24,453.52"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0634847240,P7B06291ABD6A,False,True,True,True,True,True,False,False,False,"484,011","533,975","6,468","May 15, 2025",360,"Dec 17, 2024","6,904.54"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0635371528,PF29821C67580,False,True,True,True,True,True,False,False,False,"484,018","533,983","9,391.78","May 20, 2025",989.42,"Dec 20, 2024","9,842.18"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0635502600,P28B566744187,False,True,True,True,True,True,False,False,False,"484,020","533,985","7,773.84","Jun 3, 2025",440.02,"Feb 3, 2025","8,340.28"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0635764744,P587B2D35BFBA,False,True,True,True,True,True,False,False,False,"484,024","533,989","10,935.87","May 15, 2025",929.85,"Dec 15, 2024","11,849.92"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0635961352,P024AB4D1DE4F,False,True,True,True,True,True,False,False,False,"484,026","533,992","4,964.33","Jun 21, 2025",695.94,"Feb 21, 2025","5,258.53"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0636616712,P30A6108701ED,False,True,True,True,True,True,False,False,False,"484,037","534,002","18,451.69","Jun 21, 2025",176,"Jul 21, 2025","19,670.38"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0636878856,PF42877CF27CC,False,True,True,True,True,True,False,False,False,"484,041","534,006","1,385.63","May 1, 2025",233.2,"Dec 2, 2024","1,504.6"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0637141000,P64EB0F14CB93,False,True,True,True,True,True,False,False,False,"484,045","534,010","14,022.62","Apr 17, 2025",544.56,"Nov 18, 2024","15,109.69"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0637206536,PFBE7F5886AD4,False,True,True,True,True,True,False,False,False,"484,046","534,011","23,305.97","Jun 6, 2025","1,227.22","Jan 6, 2025","24,841.27"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0637403144,P5F4D6913C123,False,True,True,True,True,True,False,False,False,"484,049","534,014","11,081.86","May 21, 2025",614.84,"Jan 18, 2025","11,658.07"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0637861896,PE9B3167385AB,False,True,True,True,True,True,False,False,False,"484,056","534,021","26,124.09","Apr 26, 2025",878.14,"Oct 28, 2024","28,510.85"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0637927432,P04C147275FA4,False,True,True,True,True,True,False,False,False,"484,057","534,022","37,023.37","May 19, 2025","1,054.86","Apr 17, 2025","37,603.72"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0638451720,P1E177D2E9151,False,True,True,True,True,True,False,False,False,"484,065","534,030","9,400.21","May 28, 2025",447.26,"Dec 21, 2024","9,890.1"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0638517256,PC1F9014E83FC,False,True,True,True,True,True,False,False,False,"484,066","534,031","15,261.11","Jun 1, 2025",692.35,"Jan 1, 2025","16,197.76"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0638582792,P2853352CDC0A,False,True,True,True,True,True,False,False,False,"484,067","534,032","12,855.78","Jun 12, 2025",454,"Apr 1, 2025","13,320.98"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0638648328,P70BB06019381,False,True,True,True,True,True,False,False,False,"484,068","534,033","10,037.87","Apr 25, 2025",947.76,"Dec 17, 2024","10,839.31"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0638779400,P8C0E3DD1373D,False,True,True,True,True,True,False,False,False,"484,070","534,035","19,926.91","Apr 4, 2025",843.35,"Nov 5, 2024","21,700.5"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0638910472,PD88A396A3D6E,False,True,True,True,True,True,False,False,False,"484,072","534,037","9,394.47","May 1, 2025",948.69,"Dec 1, 2024","10,237.22"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0639238152,P8F03337D5E15,False,True,True,True,True,True,False,False,False,"484,077","534,042","22,137.81","May 5, 2025",929.85,"Oct 31, 2024","24,405.99"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0639303688,P952DB6E083F3,False,True,True,True,True,True,False,False,False,"484,078","534,043","18,023.05","Jun 19, 2025",554.48,"Jan 15, 2025","19,382.7"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0639369224,PAE7ED043F8F5,False,True,True,True,True,True,False,False,False,"484,079","534,044","6,550.85","May 19, 2025",667.63,"Dec 19, 2024","6,887.95"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0639565832,P7E4932988AC0,False,True,True,True,True,True,False,False,False,"484,082","534,047","9,886.56","Jun 29, 2025","1,171.16","Feb 1, 2025","10,520.64"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0639631368,P35B4781E0600,False,True,True,True,True,True,False,False,False,"484,083","534,048","6,779.52","Apr 19, 2025",290,"Nov 20, 2024","7,334.11"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0639959048,PBE4BEB4B6049,False,True,True,True,True,True,False,False,False,"484,088","534,053","8,852.92","May 28, 2025",96,"Nov 5, 2024","11,137.03"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640090120,P008FAB5CEF84,False,True,True,True,True,True,False,False,False,"484,090","534,055","23,538.24","Jun 5, 2025",888.57,"Jan 5, 2025","24,709.29"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640352264,P5ABB73857781,False,True,True,True,True,True,False,False,False,"484,094","534,059","3,978.91","Apr 22, 2025","1,000","Feb 13, 2025","4,098.97"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640417800,P3FFC686A10D1,False,True,True,False,True,True,False,False,False,"484,095","534,060","20,632.18","May 23, 2025",281,"Jan 17, 2025","23,503.77"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640483336,PCD93AFEA7193,False,True,True,True,True,True,False,False,False,"484,096","534,061","31,250.61","Apr 11, 2025",950,"Oct 15, 2024","34,717.37"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640614408,P20CB2F465B55,False,True,True,True,True,True,False,False,False,"484,098","534,063","15,268.74","Jun 5, 2025",291,"Dec 3, 2024","16,354.81"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640679944,P9F817ECCEBBE,False,True,True,False,True,True,False,False,False,"484,099","534,064","10,796","Apr 15, 2025",581.85,"Nov 19, 2024","11,504.84"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640745480,P69EA4A45A1DC,False,True,True,True,True,True,False,False,False,"484,100","534,065","11,260.47","May 15, 2025",289.46,"Feb 28, 2025","11,818.36"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0640876552,P9912D0CB6B80,False,True,True,True,True,True,False,False,False,"484,102","534,067","30,075.78","May 20, 2025",289.36,"Mar 28, 2025","30,917.3"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0641073160,P173BEA3F150D,False,True,True,True,True,True,False,False,False,"484,105","534,070","13,354.06","Jun 18, 2025",516.72,"Mar 14, 2025","14,009.93"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0641269768,P8B6C9B3E1118,False,True,True,True,True,True,False,False,False,"484,108","534,073","15,276.6","May 12, 2025",900,"Feb 12, 2025","15,880.41"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0641466376,P3D910CD37B66,False,True,True,True,True,True,False,False,False,"484,111","534,076","19,213.9","Apr 14, 2025",728.53,"Nov 15, 2024","20,670.29"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0641597448,PE68C53F4A5CD,False,True,True,True,True,True,False,False,False,"484,113","534,078","3,110.37","Apr 21, 2025",309.73,"Nov 22, 2024","3,349.47"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0641662984,P25527964544D,False,True,True,True,True,True,False,False,False,"484,114","534,079","3,421.88","Jun 10, 2025",960.3,"Dec 25, 2024","3,555.76"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0641859592,PE3CEA557EBDC,False,True,True,True,True,True,False,False,False,"484,117","534,082","11,236.02","Jun 19, 2025",517.14,"Jan 19, 2025","12,171.42"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0641990664,P7A7FEA0CA687,False,True,True,True,True,True,False,False,False,"484,119","534,084","2,683.52","May 5, 2025",311.56,"Dec 5, 2024","2,807.87"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0642318344,PA3D32AA4290B,False,True,True,True,True,True,False,False,False,"484,124","534,089","6,774.48","Jun 3, 2025",359.89,"Mar 15, 2025","7,093.25"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0642383880,P54652FFDF1B8,False,True,True,True,True,True,False,False,False,"484,125","534,090","1,518.96","Apr 2, 2025",239,"Oct 3, 2024","1,618.38"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0642449416,P9BED2C50E102,False,True,True,True,True,True,False,False,False,"484,126","534,091","10,992.62","Jun 26, 2025",457.67,"Jan 26, 2025","11,819.82"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0642646024,P09AA0A5898F8,False,True,True,True,True,True,False,False,False,"484,129","534,094","13,204.97","May 1, 2025",513.87,"Dec 1, 2024","14,225.62"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0642711560,P56A95448CCE6,False,True,True,True,True,True,False,False,False,"484,130","534,095","3,589.39","May 21, 2025",534.11,"Dec 21, 2024","3,774.09"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0643039240,P8949AB65E0A0,False,True,True,True,True,True,False,False,False,"484,135","534,100","11,192.05","May 25, 2025",308,"Jan 21, 2025","12,499.25"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0643170312,P57F9CACBF71D,False,True,True,True,True,True,False,False,False,"484,137","534,102","31,406.33","Jun 20, 2025",221,"Apr 17, 2025","34,731.35"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0643366920,PF34198A21090,False,True,True,True,True,True,False,False,False,"484,140","534,105","4,545.59","Jun 15, 2025",478.71,"Dec 16, 2024","4,855.31"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0643629064,P00887C82D8BC,False,True,True,True,True,True,False,False,False,"484,144","534,109","14,135.97","May 25, 2025",500.59,"Dec 25, 2024","15,089.57"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0644284424,P558958872339,False,True,True,True,True,True,False,False,False,"484,153","534,119","3,353.64","Apr 21, 2025",446.01,"Dec 22, 2024","3,602.58"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0644349960,PE607D88DF7F9,False,True,True,True,True,True,False,False,False,"484,154","534,120","8,639.41","Apr 15, 2025",228,"May 16, 2025","8,530.03"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0644415496,PF4A66C6AF7B6,False,True,True,True,True,True,False,False,False,"484,155","534,121","12,287.55","Apr 27, 2025",603.61,"Nov 29, 2024","13,069.71"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0644677640,P47534B9A5850,False,True,True,True,True,True,False,False,False,"484,159","534,125","17,175.21","Apr 14, 2025",180.16,"Dec 13, 2024","18,254.16"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0644743176,P2C61212C7C19,False,True,True,True,True,True,False,False,False,"484,160","534,126","12,432.04","Jun 25, 2025",759.29,"Jan 25, 2025","13,462.34"
