CHANNEL,APP_ID,GUID,APP_DT,APP_TS,AFFILIATE_NAME,APP_STATUS,AUTOMATED_FRAUD_DECLINE_YN,MANUAL_FRAUD_DECLINE_YN
Non-API,2911072,776f9cd8-a0ef-4e3c-919a-c61f4cf66829,2025-07-22,2025-07-22T10:44:07,,Fraud Rejected,Y,N
Non-API,2889708,4273810c-3563-4d97-9b8e-9e589c738d97,2025-07-18,2025-07-18T11:55:29,,Fraud Rejected,Y,N
Non-API,2889729,c56d1090-3a99-474a-83d5-f8f1c90ca54b,2025-07-18,2025-07-18T11:58:24,GOOGLE,Started,N,N
Non-API,2897740,da253bd9-fc2d-4da2-bc2d-93188384b5da,2025-07-20,2025-07-20T07:01:27,,Started,N,N
Non-API,2891869,a12ae560-b2a5-484b-bdaa-4a69d2a08127,2025-07-18,2025-07-18T18:10:26,ITA,Fraud Rejected,Y,N
Non-API,2915299,065282de-e9e9-46bf-84e4-57527d12c3c9,2025-07-22,2025-07-22T20:56:49,TU,Started,N,N
Non-API,2899692,ee147fe4-fdaa-4de0-9bc4-97cddabb1da2,2025-07-20,2025-07-20T14:29:40,GOOGLE,Started,N,N
Non-API,2918494,5f364d32-dfad-4e2c-9e06-6cfa96f28406,2025-07-23,2025-07-23T11:52:46,,ICS,N,N
Non-API,2888580,dc4ffdb7-60d8-48d5-a3f7-c04c8c3c4eb0,2025-07-18,2025-07-18T09:19:44,BING,Started,N,N
Non-API,2913537,140ce041-991a-4ada-ba94-4407421003ab,2025-07-22,2025-07-22T15:24:58,GOOGLE,Fraud Rejected,Y,N
Non-API,2894715,9a307d3a-0a99-4c75-8507-f5b740e5f852,2025-07-19,2025-07-19T11:31:47,GOOGLE,Fraud Rejected,Y,N
Non-API,2913814,c89d29bd-245d-4a4b-afc0-c9b6529aa44f,2025-07-22,2025-07-22T16:05:01,,Started,N,N
Non-API,2910702,a17757a1-55dc-457e-bd0e-cb8c5f89cf82,2025-07-22,2025-07-22T10:06:40,,Fraud Rejected,Y,N
Non-API,2910793,1e70df7a-055c-4fcd-92f0-5be0654fc440,2025-07-22,2025-07-22T10:14:55,TU,Started,N,N
Non-API,2918481,3c31731c-e5a5-4323-a95c-df3503050c7e,2025-07-23,2025-07-23T11:50:27,,Started,N,N
Non-API,2919277,31d4672a-dcc5-42ee-89a0-1ec681dbf56c,2025-07-23,2025-07-23T13:40:13,,Started,N,N
Non-API,2914343,7d774abb-491c-4279-a6cd-66c9b0898d9b,2025-07-22,2025-07-22T17:26:14,,Started,N,N
Non-API,2892670,bcb83b19-e5d5-41cc-90ee-3615126c6a97,2025-07-18,2025-07-18T23:37:23,,Fraud Rejected,Y,N
Non-API,2888292,2e847062-b4d7-49d4-94ed-73c05050d60d,2025-07-18,2025-07-18T08:38:21,,Started,N,N
Non-API,2913227,385a2eab-be81-4e1e-a09f-8c19f372c600,2025-07-22,2025-07-22T14:44:29,,Started,N,N
Non-API,2901339,dc706d2f-7a53-4b89-9acb-98b65f317d3e,2025-07-20,2025-07-20T22:01:30,,Fraud Rejected,Y,N
Non-API,2916382,354cd834-612a-4702-9fed-a30b4e92113f,2025-07-23,2025-07-23T06:47:15,,Started,N,N
Non-API,2922067,f945628c-6c1c-4739-b443-8f3ddc8ce400,2025-07-23,2025-07-23T23:25:50,,Started,N,N
Non-API,2910171,1baf5055-a8cb-4692-8bd3-8510b5e628a8,2025-07-22,2025-07-22T09:07:11,,Started,N,N
Non-API,2908225,46c178ed-68d2-443f-9f72-57d0f8a35e3a,2025-07-21,2025-07-21T22:40:12,,Started,N,N
Non-API,2906319,00f132ad-5773-489f-9713-bbad5f2adae8,2025-07-21,2025-07-21T15:23:24,BING,Started,N,N
Non-API,2900578,0691d35e-626c-429e-8766-59f8c9c2520f,2025-07-20,2025-07-20T18:10:45,GOOGLE,Started,N,N
Non-API,2892007,93840c83-71c6-4f88-9b77-764576760d57,2025-07-18,2025-07-18T18:45:37,GOOGLE,Started,N,N
Non-API,2895160,a5b05e67-80d2-4b4b-87ca-00ed86b0a93f,2025-07-19,2025-07-19T13:01:58,,Started,N,N
Non-API,2898693,42cd9707-7a71-4036-98f0-9f7ecb6c86e6,2025-07-20,2025-07-20T10:40:40,,Started,N,N
Non-API,2902149,b700d547-e37b-45a5-b69f-52b3638976bf,2025-07-21,2025-07-21T06:28:35,,Started,N,N
Non-API,2892032,091fa0ad-2773-4a28-b427-e1336bf0a212,2025-07-18,2025-07-18T18:52:14,,Started,N,N
Non-API,2888432,e8e469d7-2ec1-473d-bda7-e68f61362b9c,2025-07-18,2025-07-18T08:56:36,,Fraud Rejected,Y,N
Non-API,2908677,6c55452b-fffd-4f77-9b22-cfa33ca9e262,2025-07-22,2025-07-22T04:47:28,GOOGLE,Started,N,N
Non-API,2913904,9579600e-c653-416c-9652-dfababe3ec00,2025-07-22,2025-07-22T16:21:28,,ICS,N,N
Non-API,2897987,09db8087-898e-48a6-8f4f-fd030376664c,2025-07-20,2025-07-20T08:01:23,GOOGLE,Started,N,N
Non-API,2915292,f2d0363e-edae-449a-87a0-bbd5020823ec,2025-07-22,2025-07-22T20:53:30,,Started,N,N
Non-API,2892082,22b0bddb-3991-44ad-b36e-e646a68e0d15,2025-07-18,2025-07-18T19:04:03,,Started,N,N
Non-API,2911794,8bf059f5-c9d5-45c6-8cd4-6cb9236b9eeb,2025-07-22,2025-07-22T12:11:29,,Started,N,N
Non-API,2920366,664bd7d6-7994-45c9-a510-93e3fa5cda93,2025-07-23,2025-07-23T16:17:06,GOOGLE,Started,N,N
Non-API,2907749,e9eb48fe-39f8-43d8-b74d-4bfd1c1219d1,2025-07-21,2025-07-21T19:54:15,,Fraud Rejected,Y,N
Non-API,2919675,c9b7a147-8fee-41cd-87e2-c047ba27e06a,2025-07-23,2025-07-23T14:31:33,GOOGLE,Fraud Rejected,Y,N
Non-API,2896559,7d38e591-90d5-4edb-ab90-1cae2ba5370b,2025-07-19,2025-07-19T18:51:20,TU,Started,N,N
Non-API,2903117,86dfdb13-7a9a-46a3-b35e-cc405c4bf7c8,2025-07-21,2025-07-21T08:55:30,,Started,N,N
Non-API,2891723,63b4286f-c6b2-4f67-9c23-1eb340799c7a,2025-07-18,2025-07-18T17:32:48,,Fraud Rejected,Y,N
Non-API,2901182,e7a7e45d-e448-4462-976d-54e8f02334e3,2025-07-20,2025-07-20T20:55:32,GOOGLE,Started,N,N
Non-API,2891238,40ff9f04-98c6-4fd9-8072-044398657249,2025-07-18,2025-07-18T15:44:51,,Fraud Rejected,Y,N
Non-API,2912381,9fc68ab8-bce2-4c31-8316-3813516a1d8f,2025-07-22,2025-07-22T13:15:33,,Fraud Rejected,Y,N
Non-API,2890297,3d9098a1-dea2-4c4a-9f8c-2a281aeb796b,2025-07-18,2025-07-18T13:22:41,GOOGLE,Started,N,N
Non-API,2892599,05fab1a9-229b-4656-8927-889264c00544,2025-07-18,2025-07-18T22:36:36,,Started,N,N
Non-API,2891705,1f6d6b62-5499-4324-b298-152fe3718e65,2025-07-18,2025-07-18T17:26:29,,Started,N,N
Non-API,2902615,2545c39c-34b8-4d08-a7f1-e76c9a767074,2025-07-21,2025-07-21T07:54:09,GOOGLE,Fraud Rejected,Y,N
Non-API,2909693,8f38c5d8-7cca-4c58-8132-22984c0ee570,2025-07-22,2025-07-22T08:09:21,SFMC_ACQUISITION,Started,N,N
Non-API,2892644,b3754ccf-5f69-4258-952a-4670f2d4bc0c,2025-07-18,2025-07-18T23:16:55,,ICS,N,N
Non-API,2895032,003da607-66e5-43fc-a9a6-82777e882acc,2025-07-19,2025-07-19T12:33:27,GOOGLE,ICS,N,N
Non-API,2895366,d206d09a-f7c3-4af7-9993-2eab391e469a,2025-07-19,2025-07-19T13:52:00,GOOGLE,Started,N,N
Non-API,2910572,3ac64bbc-79e6-4cf6-99f8-d48e0bd7afc6,2025-07-22,2025-07-22T09:52:53,,Started,N,N
Non-API,2889497,a274746a-eb35-48d0-b65f-dd918e7ae111,2025-07-18,2025-07-18T11:26:42,,Fraud Rejected,Y,N
Non-API,2893395,a1723289-05bf-4957-ab27-e7db1bf4b8ba,2025-07-19,2025-07-19T07:18:12,GOOGLE,Started,N,N
Non-API,2916520,125209a1-1b82-46b4-9de2-6bc70f7e3ced,2025-07-23,2025-07-23T07:10:45,,Started,N,N
Non-API,2901702,e60c5ebd-fa9c-4af0-b2f5-aaf8f8c265d6,2025-07-21,2025-07-21T03:43:47,,Started,N,N
Non-API,2901454,3dce486a-9c2f-4d2b-ac9c-6e5afa217edc,2025-07-20,2025-07-20T23:04:00,,Fraud Rejected,Y,N
Non-API,2887323,17eb66c8-13d0-4799-b51b-556d11881be5,2025-07-18,2025-07-18T05:27:25,,Started,N,N
Non-API,2917113,1ef78b4b-0e25-432a-998c-30eb954d7729,2025-07-23,2025-07-23T08:42:52,TU,Started,N,N
Non-API,2887858,48582b06-b489-4194-a810-5987fbb3258d,2025-07-18,2025-07-18T07:27:47,,Started,N,N
Non-API,2910601,f5b68270-a263-4803-82f8-d3111f5b465e,2025-07-22,2025-07-22T09:56:32,GOOGLE,Started,N,N
Non-API,2901324,f66c8b07-9396-48f4-bb35-2ee7dd8a9671,2025-07-20,2025-07-20T21:52:44,,Started,N,N
Non-API,2899062,9310e995-a9d7-4b8e-9ce7-057015ac1ce4,2025-07-20,2025-07-20T12:08:41,GOOGLE,Started,N,N
Non-API,2917424,d326470b-a5ed-484f-b7e1-f511f1463f3c,2025-07-23,2025-07-23T09:28:08,,Fraud Rejected,Y,N
Non-API,2912915,8b590689-0572-4b44-865d-cff568ed3c03,2025-07-22,2025-07-22T14:09:07,TU,Started,N,N
Non-API,2904070,9666736a-2481-4576-be82-9fb663d35117,2025-07-21,2025-07-21T10:45:58,GOOGLE,Fraud Rejected,Y,N
Non-API,2908271,d5629c73-7b8c-4589-9ef2-d078480b4c3f,2025-07-21,2025-07-21T23:01:48,,Started,N,N
Non-API,2898090,7f25ecd3-c288-494e-9178-8e0e53c4bb02,2025-07-20,2025-07-20T08:28:33,,Started,N,N
Non-API,2888483,7627a909-a063-4aad-8fbe-fbda844ea2dc,2025-07-18,2025-07-18T09:05:35,,Started,N,N
Non-API,2897303,aeb8b477-22c1-4ef3-b86b-da667be29f1d,2025-07-20,2025-07-20T02:50:41,,Started,N,N
Non-API,2913079,6567b36c-c824-41b4-b868-844c6e690761,2025-07-22,2025-07-22T14:27:37,TU,Started,N,N
Non-API,2913407,e613c315-3f26-43c5-a650-ccdc59056798,2025-07-22,2025-07-22T15:07:18,,Fraud Rejected,Y,N
Non-API,2920741,6d29c599-3127-424c-b67f-647d8ce5acc2,2025-07-23,2025-07-23T17:16:15,,Fraud Rejected,Y,N
Non-API,2905027,7499d37d-487b-4dd5-8828-e4b8f3cbd173,2025-07-21,2025-07-21T12:34:37,,Fraud Rejected,Y,N
Non-API,2913172,97200cbf-1c1c-4f2d-8d4c-21a09cfd8db6,2025-07-22,2025-07-22T14:37:44,GOOGLE,Started,N,N
Non-API,2890225,906298b7-1701-4c6e-909f-1cf75db98702,2025-07-18,2025-07-18T13:13:41,CREDITKARMA_LIGHTBOX,Started,N,N
Non-API,2905082,61828b44-8ec2-405b-86c7-0fab44ae4210,2025-07-21,2025-07-21T12:43:11,,Started,N,N
Non-API,2896291,cce5add8-3cb2-4281-bdb7-a791cea58316,2025-07-19,2025-07-19T17:39:29,KOVO,Started,N,N
Non-API,2898346,b99c5fdc-6f08-451c-a641-4d6558e8081f,2025-07-20,2025-07-20T09:24:03,GOOGLE,Started,N,N
Non-API,2793672,57842adf-3cd6-4d0a-9046-eedc68dbe189,2025-07-02,2025-07-02T18:56:50,,Started,N,N
Non-API,2896120,44490e6f-7513-430e-b686-3c31ce78cc1c,2025-07-19,2025-07-19T16:49:09,SFMC_ACQUISITION,Fraud Rejected,Y,N
Non-API,2900406,af2bde49-38c4-41d1-bced-443cec456443,2025-07-20,2025-07-20T17:23:23,,Started,N,N
Non-API,2913021,3ae11c87-e689-407c-a59b-e82881c5e60b,2025-07-22,2025-07-22T14:21:31,,Started,N,N
Non-API,2911764,7ffdda6e-5d24-49b7-b11c-8f53f19f4bcf,2025-07-22,2025-07-22T12:07:56,,Started,N,N
Non-API,2887580,4a95e7a2-ff62-4c6f-9a56-32033900aa64,2025-07-18,2025-07-18T06:38:01,GOOGLE,Started,N,N
Non-API,2915670,c0dee4a8-45c8-40f6-8ec5-f0e76ac003b1,2025-07-23,2025-07-23T00:43:13,,Fraud Rejected,Y,N
Non-API,2891280,ebcb3ee8-0ff9-4295-97dd-93a0a62f9c0a,2025-07-18,2025-07-18T15:52:39,,Started,N,N
Non-API,2889423,2e26e6be-8971-4826-9535-489c409d977b,2025-07-18,2025-07-18T11:15:46,GOOGLE,Started,N,N
Non-API,2914690,8d0916ec-e52b-482d-bed2-b55a68cca856,2025-07-22,2025-07-22T18:31:09,TU,Started,N,N
Non-API,2893825,b80f8b14-298e-4e1c-b9cf-aa769fbb768e,2025-07-19,2025-07-19T08:47:15,GOOGLE,Fraud Rejected,Y,N
Non-API,2887947,fb1e7f77-c64e-483a-8084-59effb720797,2025-07-18,2025-07-18T07:40:47,GOOGLE,Fraud Rejected,Y,N
Non-API,2889694,bc2d1bee-d9f7-44d3-b4cf-3ce8d023745c,2025-07-18,2025-07-18T11:52:39,BING,Started,N,N
Non-API,2921740,e797b7ef-c869-48b3-8eba-ed8285bbbb73,2025-07-23,2025-07-23T20:45:56,,Started,N,N
Non-API,2913769,9fa0c9fa-204c-4112-8f67-1cedd41f0109,2025-07-22,2025-07-22T15:58:33,GOOGLE,Started,N,N
Non-API,2899600,90954e01-ebb1-4c5e-8103-543c9563ef41,2025-07-20,2025-07-20T14:10:48,TU,Started,N,N
Non-API,2893883,d31c0f12-30bc-4094-8b38-d5e160bbf05d,2025-07-19,2025-07-19T09:00:18,FB,Fraud Rejected,Y,N
Non-API,2887281,46dbac73-a06f-4db5-955d-aa4c9c21a9e3,2025-07-18,2025-07-18T05:14:43,TU,Started,N,N
Non-API,2900076,ccb52e10-8357-4a2a-8104-7931fda7efae,2025-07-20,2025-07-20T16:03:43,,Started,N,N
Non-API,2916370,03aa3ff1-bad7-4707-8a8f-9e2222570c37,2025-07-23,2025-07-23T06:44:22,TU,Started,N,N
Non-API,2920242,01b72ccd-97b8-472c-a3d6-d7f908e2b90c,2025-07-23,2025-07-23T15:58:08,,Fraud Rejected,Y,N
Non-API,2907257,f7eba26b-a29f-4258-92b1-47286e42347c,2025-07-21,2025-07-21T18:04:24,,Started,N,N
Non-API,2893055,b78d6351-14fc-4b75-b9a1-762849fe709a,2025-07-19,2025-07-19T05:30:57,GOOGLE,Started,N,N
Non-API,2894114,b2de3f18-dd55-4ae3-87e8-cb531ea7f283,2025-07-19,2025-07-19T09:42:32,,Started,N,N
Non-API,2898027,7787ead3-fbb4-40ca-bac3-52f16779f415,2025-07-20,2025-07-20T08:13:24,GOOGLE,Started,N,N
Non-API,2918325,6f2f2c44-2ebf-46af-b06f-4516f3fbdaf3,2025-07-23,2025-07-23T11:26:46,,Started,N,N
Non-API,2901724,1454163c-e573-4177-9964-17c706942acb,2025-07-21,2025-07-21T03:58:55,,Started,N,N
Non-API,2904106,e4c4f443-7739-4a88-a5f3-81b8a0c9ac18,2025-07-21,2025-07-21T10:49:52,CREDITKARMA_LIGHTBOX,Started,N,N
Non-API,2894425,db27c04d-6491-42ed-9f91-14e4cd340800,2025-07-19,2025-07-19T10:37:58,,Started,N,N
Non-API,2959432,a2000d4c-9f18-4a09-bb99-536d86cab594,2025-07-30,2025-07-30T06:12:27,,Started,N,N
Non-API,2944707,bca6f6d5-919f-4897-83b5-7d7f7f050a6a,2025-07-28,2025-07-28T05:48:37,,Started,N,N
Non-API,2918396,89706c12-d2a5-4434-9059-e66556d51db6,2025-07-23,2025-07-23T11:37:14,,Started,N,N
Non-API,2929107,10c8ed3e-dc63-4928-9817-4714f65fb07e,2025-07-25,2025-07-25T05:46:30,,Started,N,N
Non-API,2942087,adbe934f-240c-47a4-9165-faf09fb9f747,2025-07-27,2025-07-27T14:42:21,,Started,N,N
Non-API,2874388,388b3aa7-048e-4146-bd6b-d454ee2fc4f0,2025-07-16,2025-07-16T07:17:46,,Started,N,N
Non-API,2844123,bb661dea-dfdc-4ced-9654-bfe77335a751,2025-07-11,2025-07-11T09:13:39,,Started,N,N
Non-API,2864213,3fefb5dd-43c4-48e4-aa08-180ded6868a0,2025-07-14,2025-07-14T15:24:50,PENNYHOARDER2,Started,N,N
Non-API,2850750,99a709cc-e1b2-44d4-85b9-8e2aa0106eb4,2025-07-12,2025-07-12T11:02:55,BING,Started,N,N
Non-API,2851196,2aa98e47-bc70-45cb-9baf-83ed6595be6c,2025-07-12,2025-07-12T12:25:12,GOOGLE,Started,N,N
Non-API,2838712,c0e4110d-20d6-4adf-94f8-2dbfe2b9dd95,2025-07-10,2025-07-10T12:30:40,CREDITKARMA_LIGHTBOX,Fraud Rejected,Y,N
Non-API,2870753,df8abd27-2b1c-4228-966a-b463396eaae7,2025-07-15,2025-07-15T14:14:38,,Fraud Rejected,Y,N
Non-API,2849686,ca6d1e40-40a3-4180-9acc-5d77f654d67f,2025-07-12,2025-07-12T08:32:28,GOOGLE,Started,N,N
Non-API,2878059,7983098f-a9bc-4747-9bc1-323a9cea4109,2025-07-16,2025-07-16T14:48:14,TU,Started,N,N
Non-API,2825363,5e7f3ef8-b096-46fc-800c-5abfd90b7250,2025-07-08,2025-07-08T16:37:07,,Fraud Rejected,Y,N
Non-API,2803324,7ab4f8cb-b537-4276-a5e9-b0696b021284,2025-07-04,2025-07-04T19:25:50,CREDITKARMA,Started,N,N
Non-API,2785872,38dcadff-1f56-4d2c-9b38-c34d9d1a7bd2,2025-07-01,2025-07-01T15:22:38,,Fraud Rejected,Y,N
Non-API,2789853,b293ee23-b54c-4dd4-8b63-551b2a6f1fb7,2025-07-02,2025-07-02T09:34:39,,Started,N,N
Non-API,2805647,f3a8ca9a-533d-4f32-a7e8-aef31d3d5914,2025-07-05,2025-07-05T12:18:18,,Started,N,N
Non-API,2809519,cba648c8-d512-48a9-958f-5e8936613f11,2025-07-06,2025-07-06T11:37:06,CREDITKARMA_LIGHTBOX,Fraud Rejected,Y,N
Non-API,2834501,ffa94fb8-936b-4ceb-8868-21066801ee37,2025-07-09,2025-07-09T21:07:10,,Fraud Rejected,Y,N
Non-API,2795878,0f400526-315e-4e58-9411-210efc199900,2025-07-03,2025-07-03T08:39:53,SFMC_ACQUISITION,Fraud Rejected,Y,N
Non-API,2795212,4f5a2422-579d-4ecd-bf94-827f3e15f119,2025-07-03,2025-07-03T06:48:50,,Started,N,N
Non-API,2877212,21f362f0-f562-4a3d-81e1-c7641a18dcf9,2025-07-16,2025-07-16T13:02:24,BING,Fraud Rejected,Y,N
Non-API,2814169,80f3c0a2-c335-4f54-9163-44a37fff2be0,2025-07-07,2025-07-07T09:19:37,BING,Started,N,N
Non-API,2799915,36e8c229-7385-44cc-867c-4fe2f870879c,2025-07-03,2025-07-03T21:35:32,,Started,N,N
Non-API,2834591,ed1828f1-46eb-409f-8e52-24b5c54530df,2025-07-09,2025-07-09T21:44:03,IG,Fraud Rejected,Y,N
Non-API,2808439,7f5baa33-d714-48a1-b23a-6ed1cdd2bbc4,2025-07-06,2025-07-06T07:24:50,,Started,N,N
Non-API,2861291,82caae44-8567-40bf-8db0-d03103eb9503,2025-07-14,2025-07-14T09:10:15,,Started,N,N
Non-API,2862509,6a4f43c9-64c1-4022-9fce-88429e794e5c,2025-07-14,2025-07-14T11:26:29,,Started,N,N
Non-API,2829695,c7701679-4e35-461c-9ae4-bbf3a6af15e1,2025-07-09,2025-07-09T09:52:28,GOOGLE,Started,N,N
Non-API,2784890,995b99e4-0166-47b0-9805-bf8d89f3ed79,2025-07-01,2025-07-01T13:11:34,,Started,N,N
Non-API,2820626,ca8a39be-67f2-45bc-8857-14fd14260f25,2025-07-08,2025-07-08T06:48:30,GOOGLE,Started,N,N
Non-API,2846700,38a96140-4fb7-4cda-8378-49fc23bfb33e,2025-07-11,2025-07-11T14:56:17,SFMC_ACQUISITION,Started,N,N
Non-API,2812170,9488f83c-e67e-4ade-a980-5d5d27016b8a,2025-07-07,2025-07-07T00:17:05,,Started,N,N
Non-API,2786201,3566bc64-751e-4d05-9d29-f5536baebfd2,2025-07-01,2025-07-01T16:17:01,,Fraud Rejected,Y,N
Non-API,2869621,19330192-03c8-4896-8110-777a9b3dbcdd,2025-07-15,2025-07-15T12:06:49,,Started,N,N
Non-API,2880096,e1b514dd-8301-4745-bb75-0e82ebba7eeb,2025-07-16,2025-07-16T20:35:37,,Started,N,N
Non-API,2795671,2924e011-b869-46d7-ae88-ae3b35673876,2025-07-03,2025-07-03T08:12:32,,Started,N,N
Non-API,2801584,b6cb516f-df39-4a3b-92a2-57e78e49129c,2025-07-04,2025-07-04T10:21:44,GOOGLE,Started,N,N
Non-API,2872961,849cfe03-69c7-411e-92be-11b4b1cfdd2d,2025-07-15,2025-07-15T20:26:18,,Started,N,N
Non-API,2860206,42592d52-070e-4b9d-b898-a03431fb65b8,2025-07-14,2025-07-14T06:54:58,,Fraud Rejected,Y,N
Non-API,2817891,a1699f56-44ac-493d-8c43-dbae4cb0308c,2025-07-07,2025-07-07T16:38:43,TU,Started,N,N
Non-API,2789500,6d5adbf0-1c01-409b-9313-07620f35469c,2025-07-02,2025-07-02T08:51:44,SFMC_ACQUISITION,Started,N,N
Non-API,2814599,c6f340eb-ee0f-4315-bf24-70c679bbec5c,2025-07-07,2025-07-07T10:07:34,,Withdrawn,Y,N
Non-API,2843529,8e0a98f3-1ebe-4005-8973-ffb7eab43527,2025-07-11,2025-07-11T07:55:48,,Fraud Rejected,Y,N
Non-API,2815352,9f2fa5e3-4b7a-4223-a14f-721f44f8523f,2025-07-07,2025-07-07T11:26:30,,Fraud Rejected,Y,N
Non-API,2871466,0b66388b-c0bd-4432-92b8-203ea33cd511,2025-07-15,2025-07-15T15:53:11,,ICS,N,N
Non-API,2793889,f799fdd2-eb50-4f6a-82e9-4d98480da4b8,2025-07-02,2025-07-02T19:47:28,,Started,N,N
Non-API,2787792,1520e4e4-e921-4322-9b71-6bb0ad9e83fd,2025-07-01,2025-07-01T23:14:06,,Started,N,N
Non-API,2877126,67b4f269-df51-4757-ac13-9447f4fd510a,2025-07-16,2025-07-16T12:51:32,GOOGLE,Fraud Rejected,Y,N
Non-API,2836598,7e1bdd8b-bc16-43ea-b51c-f03ae29a75cf,2025-07-10,2025-07-10T08:17:47,BING,Started,N,N
Non-API,2822372,e31ad2f2-fd03-4317-a18b-db04bf938458,2025-07-08,2025-07-08T10:19:19,,Started,N,N
Non-API,2876141,10282d61-dbe3-4fed-97c6-ec854573909a,2025-07-16,2025-07-16T11:04:12,TU,Started,N,N
Non-API,2840374,7ef56411-ae57-42a2-ad7d-c417f475cc8f,2025-07-10,2025-07-10T16:14:13,KOVO,Started,N,N
Non-API,2871891,d5704498-4624-4c72-bec8-f742bcfb4d81,2025-07-15,2025-07-15T16:56:52,,Started,N,N
Non-API,2804358,af6fd31d-6fd7-43bb-8c32-6e7a5d3cf724,2025-07-05,2025-07-05T07:33:37,BING,Started,N,N
Non-API,2824664,2d0dc9a7-2bda-45bd-8901-a426e070db7d,2025-07-08,2025-07-08T14:46:22,,Started,N,N
Non-API,2816865,e793eee9-febb-491a-80b4-47d580106fdb,2025-07-07,2025-07-07T14:27:20,PENNYHOARDER2,Fraud Rejected,Y,N
Non-API,2811111,b06d2b49-65be-44d6-a77d-aa4cb1603f17,2025-07-06,2025-07-06T17:40:32,,Fraud Rejected,Y,N
Non-API,2879653,03a0c077-d7f9-426b-9aab-c22ab2388717,2025-07-16,2025-07-16T18:54:30,,Started,N,N
Non-API,2873465,bad29d90-8aa2-4586-b9dd-ed7c5a36bc40,2025-07-16,2025-07-16T01:10:40,,Started,N,N
Non-API,2785104,42210db1-3e0b-4f0a-98a2-171f9f07fcf4,2025-07-01,2025-07-01T13:34:09,GOOGLE,Started,N,N
Non-API,2844445,895848d8-230d-46cb-84b2-fda10aec615a,2025-07-11,2025-07-11T09:50:24,,Fraud Rejected,Y,N
Non-API,2890499,63628386-b9bd-4d54-9d1d-21d257a4fd70,2025-07-18,2025-07-18T13:50:02,,Fraud Rejected,Y,N
Non-API,2921065,a664fc61-503c-4e06-a128-9f9863830c11,2025-07-23,2025-07-23T18:16:36,GOOGLE,Fraud Rejected,Y,N
Non-API,2912620,dca058f0-e246-4f93-bd50-766b251e0eb7,2025-07-22,2025-07-22T13:35:21,,Started,N,N
Non-API,2909843,ec966451-5412-4d2c-9c61-6c3349a969f7,2025-07-22,2025-07-22T08:27:31,,Started,N,N
Non-API,2899300,5a042435-8496-4187-ae18-9b08b1e54636,2025-07-20,2025-07-20T13:05:09,BING,Started,N,N
Non-API,2907472,c23d108b-d687-4a1c-a345-90f984d574dc,2025-07-21,2025-07-21T18:49:14,,Fraud Rejected,Y,N
Non-API,2889257,5dab368a-d512-46b3-8436-58eb974f83bb,2025-07-18,2025-07-18T10:50:52,GOOGLE,Started,N,N
Non-API,2907983,677773a1-be93-4f95-9476-7344b705b636,2025-07-21,2025-07-21T20:46:31,CREDITKARMA_LIGHTBOX,Started,N,N
Non-API,2909225,a9b6ece6-46ef-47b4-86e2-6ee1b6d7873b,2025-07-22,2025-07-22T07:03:09,,Started,N,N
Non-API,2892320,1cf5acbb-df02-4a75-a1ec-df67035e93f1,2025-07-18,2025-07-18T20:21:14,CREDITKARMA_LIGHTBOX,Fraud Rejected,Y,N
Non-API,2896903,29e26ab1-7cb9-4dde-a4aa-679d91290005,2025-07-19,2025-07-19T20:58:21,,Started,N,N
Non-API,2893215,32f139dc-fbe5-4530-81de-17e8de936c0b,2025-07-19,2025-07-19T06:31:44,,Started,N,N
Non-API,2918870,e95235d8-45f9-4908-9590-839997509c97,2025-07-23,2025-07-23T12:43:37,,Started,N,N
Non-API,2899195,95443e12-d189-418d-b8bd-a0972117bb8b,2025-07-20,2025-07-20T12:39:41,GOOGLE,Fraud Rejected,Y,N
Non-API,2917025,c0654142-1d22-4867-a516-484877e04a54,2025-07-23,2025-07-23T08:29:11,,Started,N,N
Non-API,2894414,25c21722-fc99-46a8-bca6-7b25c62a01f4,2025-07-19,2025-07-19T10:34:51,TU,Started,N,N
Non-API,2900702,c201dfba-e820-49b2-87a9-7ed6ce93a35e,2025-07-20,2025-07-20T18:40:40,,Fraud Rejected,Y,N
Non-API,2903824,18186678-a7ec-44bb-a93e-9066cc467203,2025-07-21,2025-07-21T10:15:50,,Started,N,N
Non-API,2903458,f06c1087-334c-44dc-ac78-df497a48300a,2025-07-21,2025-07-21T09:33:29,GOOGLE,Started,N,N
Non-API,2905051,ba006728-b9f9-4785-b341-58385ac3f820,2025-07-21,2025-07-21T12:38:20,TU,Started,N,N
Non-API,2893773,23cce0ea-98e4-4645-84fb-43b018fa3775,2025-07-19,2025-07-19T08:35:35,,Started,N,N
Non-API,2896715,441d3aed-3dbe-4fc1-b452-081318fed6bb,2025-07-19,2025-07-19T19:45:44,GOOGLE,Started,N,N
Non-API,2920870,c71aaef2-1207-4ec5-a210-1bc141ef8c5f,2025-07-23,2025-07-23T17:37:30,,Started,N,N
Non-API,2900859,ae75e7ad-2a72-4e96-9790-6a51f1605292,2025-07-20,2025-07-20T19:22:28,,Fraud Rejected,Y,N
Non-API,2894975,a3670e5d-94da-4ded-ac0e-82cd16d06557,2025-07-19,2025-07-19T12:21:46,,Started,N,N
Non-API,2916353,3a2bab1c-a648-4283-83c0-c75651bf5caf,2025-07-23,2025-07-23T06:40:57,,Started,N,N
