LOAN_ID,LEGACY_LOAN_ID,LEAD_GUID,PLACEMENT_STATUS,CHARGEOFF_DATE,CHARGEOFF_PRINCIPAL_AMOUNT,SETTLEMENT_STATUS,SETTLEMENT_ACCEPTED_DATE,SETTLEMENT_COMPLETION_DATE,SETTLEMENT_AMOUNT,SETTLEMENT_AMOUNT_PAID
106791,P8b57f84bb9f0,d69abf76-9795-022b-fef3-8b57f84bb9f0,Bounce,2021-11-09,23934.59,Complete,,,,
125134,PE58054953BC9,882bf859-9d87-430b-9c7d-e58054953bc9,Bounce,2021-10-25,17615.94,Active,,,,
103222,Pe1fa399d4ca0,2aad8313-0a32-d2b5-cf2c-e1fa399d4ca0,Bounce,2021-10-25,14722.40,Complete,,,,
103716,P99c1445baff0,19eac0fa-31e8-44ba-1a39-99c1445baff0,Bounce,2021-08-29,14586.38,Active,,,,
105016,Pfcef039d7461,8ec3233d-b273-a4a2-a071-fcef039d7461,Bounce,2021-08-23,15315.76,Active,,,,
104008,Pf8977d0ee0c1,b6d5148f-79bd-d0a5-0331-f8977d0ee0c1,Bounce,2021-08-22,7462.96,Active,,,,
107234,P3dd95ca6ca0d,478d22af-a920-2234-e963-3dd95ca6ca0d,Bounce,2021-07-15,13054.93,Complete,2025-01-27,2024-11-25,3481.31,3481.31
104667,PF9E45EC1E468,5fd06eca-b15d-4fd5-8d96-f9e45ec1e468,Bounce,2021-07-09,7801.29,Active,,,,
104925,PF8440D3B35E4,652e248f-b5cb-44ed-b220-f8440d3b35e4,Bounce,2021-06-01,24958.56,Active,,,,
104918,PCCADB45483E7,7d7d1619-4d82-4331-b653-ccadb45483e7,Bounce,2021-02-21,12398.36,Active,,,,
104866,PBA54521ADA1A,ba26cc1a-18b3-4ae7-9797-ba54521ada1a,Bounce,2021-02-12,13714.97,Complete,,,,
103262,P4c2a619437d8,cf90c439-a651-ed84-6557-4c2a619437d8,Bounce,2021-02-06,17831.78,Complete,,,,
104929,P1C63162138AC,f2f9efce-c5ac-4376-bbc7-1c63162138ac,Bounce,2021-01-13,7589.49,Active,,,,
106076,P338466D0144A,38186132-9437-4967-8cf5-338466d0144a,Bounce,2020-08-06,31034.03,Complete,,,21723.82,
106028,P285C74B01E37,669aef49-a688-4327-ac7f-285c74b01e37,Bounce,2020-06-29,16910.82,Active,,,,
105924,PBC035446F5ED,ee75de97-5c17-46a3-9163-bc035446f5ed,Bounce,2020-06-18,20137.29,Active,,,,
105724,PF69F67001347,3c56463c-987e-452d-a2b1-f69f67001347,Bounce,2020-05-27,23740.11,Complete,,,,
106175,PA32F6584CF12,d7d92579-66d5-4a15-9769-a32f6584cf12,Bounce,2020-02-19,28728.28,Active,,,,
106109,PB815833CEB50,d1eb9a53-93e7-4aa8-8b5e-b815833ceb50,Bounce,2019-11-26,9763.54,Active,,,,
97922,Pb4c8a4b9955a,b46acf48-5cdd-5068-f385-b4c8a4b9955a,Resurgent,2024-11-30,12397.06,Active,2025-01-02,,8677.94,
98215,Pd4a0ecf34d23,982337b5-9fca-3f30-b096-d4a0ecf34d23,Resurgent,2024-10-25,13354.05,Active,2025-03-11,,6678.00,
100571,P61f97e3a5a3c,41b1b1b2-3642-ce41-9164-61f97e3a5a3c,Resurgent,2024-10-17,7835.20,Active,2025-09-03,,5484.64,
96428,P57ac35f9055f,1253eea4-a2ca-85a4-6f65-57ac35f9055f,Resurgent,2024-10-16,7307.59,Active,,,,
98117,Pac2ee487c9db,ce21a477-66a6-351d-5a27-ac2ee487c9db,Resurgent,2024-10-16,1745.25,Complete,2025-02-18,,1134.42,
100190,P72a31ce55bc4,09e535ec-6d11-13dc-b865-72a31ce55bc4,Resurgent,2024-10-06,23768.69,Active,2025-04-04,,15450.00,
100178,P4f3aaadf2307,47160a5b-e6f7-7647-476a-4f3aaadf2307,Resurgent,2024-08-17,18398.43,Complete,2025-06-03,2025-05-13,9100.00,
100817,P6d8fc1759afa,bb2691d7-16a8-f14b-9c29-6d8fc1759afa,Resurgent,2024-08-14,7200.23,Active,,,,
100600,P546da6b03024,66961f77-2710-6657-5de6-546da6b03024,Resurgent,2024-07-24,15136.46,Active,2025-03-25,,10595.52,
100227,Pe95b71f64d0d,12dae6cb-3473-bd4d-0bd4-e95b71f64d0d,Resurgent,2024-07-13,4242.57,Active,,,,
99677,P2b97bb0eb7fc,be1aee0a-c018-f3c5-0ddc-2b97bb0eb7fc,Resurgent,2024-06-23,2486.20,Active,,,,
97804,Pa807c2505e84,1638eb6b-0147-5493-1e09-a807c2505e84,Resurgent,2024-06-13,8560.03,Complete,2025-07-24,2025-08-04,5992.02,
100884,P05c56086873b,7d00bea7-4c87-4d18-ae32-05c56086873b,Resurgent,2024-05-07,13741.40,Active,2025-07-29,2025-05-08,8244.84,
97798,P33a8ecefd90a,23955dab-3a6a-c50d-f1cd-33a8ecefd90a,Resurgent,2024-04-03,3638.59,Complete,,2024-12-20,,2365.08
112498,P337c7eeb41eb,ee4b8cb3-11f3-17b2-83b8-337c7eeb41eb,Resurgent,2024-03-25,7813.79,Active,,,,
98002,Pfffd2ce91563,bb73c5ee-fd84-c615-8492-fffd2ce91563,Resurgent,2024-03-08,13061.74,Active,2025-01-24,,8500.00,
99974,P82655a76015b,6fd8f43e-23d7-c568-3de3-82655a76015b,Resurgent,2024-02-29,12875.35,Active,2025-04-09,,9656.52,
96550,P81056a8f0f61,2462067f-b8b5-d533-9929-81056a8f0f61,Resurgent,2024-02-13,9111.77,Active,2025-01-03,,6378.24,
122680,Pac7068f6c12d,f4495319-3492-64df-75df-ac7068f6c12d,Resurgent,2024-02-07,3703.18,Active,,,,
97170,Pa51997a404b2,65a2d1a1-2b3e-4dad-7edf-a51997a404b2,Resurgent,2023-11-24,16708.82,Complete,,2025-03-07,8354.41,8354.41
99118,P78e2080d6bcf,a0543723-7f53-2d6d-2151-78e2080d6bcf,Resurgent,2023-11-10,11662.77,Active,2025-03-07,,8163.94,
96774,P11b199bd8852,63067fce-28e2-b9e6-5d8c-11b199bd8852,Resurgent,2023-07-02,5976.27,Active,,,,
116208,P9a74d7cf2ff4,8f807462-9d61-340e-680b-9a74d7cf2ff4,Resurgent,2023-06-20,21482.27,Complete,,,,
100248,P3db0b146b157,37e84161-22f6-1d4d-415a-3db0b146b157,Resurgent,2023-06-13,31728.69,Active,2025-02-26,,20623.65,
99158,Pd7ba0aec30ae,d172e05d-cffb-cbe8-5fdf-d7ba0aec30ae,Resurgent,2023-05-15,8165.18,Active,2025-03-12,,5715.63,
99380,Pfac65296aea0,43ace8b3-5786-525b-1d77-fac65296aea0,Resurgent,2023-04-27,22767.55,Complete,2025-03-11,2025-07-30,13660.53,
96538,Pc2519898a93a,027ab1b7-ca95-6908-d53c-c2519898a93a,Resurgent,2023-03-15,28380.23,Active,,,,
124384,P6e1bb862077f,f27086ba-34d7-7016-6799-6e1bb862077f,Resurgent,2023-02-13,7411.67,Active,,,,
100054,Pd13172bd7f19,3def4a2d-4ba6-9724-074b-d13172bd7f19,Resurgent,2023-01-29,5000.00,Active,,,,
99876,P1bca129d75f1,2a52b5e1-44b0-9960-2b7a-1bca129d75f1,Resurgent,2023-01-22,17000.00,Active,2025-02-06,,11900.00,
115385,Pca4191d5a306,418d461b-7c1a-aec2-3dcd-ca4191d5a306,Resurgent,2022-12-05,6560.78,Active,,,,
96418,P662dec8c4432,c6d41ba0-656a-d4d4-bc9c-662dec8c4432,Resurgent,2022-11-22,13546.99,Active,2025-01-07,,7200.00,

