LOAN_ID,LEGACY_LOAN_ID,LEAD_GUID,PLACEMENT_STATUS,CHARGEOFF_DATE,CHARGEOFF_PRINCIPAL_AMOUNT,SETTLEMENT_STATUS,SETTLEMENT_ACCEPTED_DATE,SETTLEMENT_COMPLETION_DATE,SETTLEMENT_AMOUNT,SETTLEMENT_AMOUNT_PAID
120090,Pf94c7f79d4eb,1bd096ee-6db2-e74a-79ea-f94c7f79d4eb,Bounce,2023-08-08,22278.13,Complete,,,,
107459,Pd13c9c1c8b0f,54760044-d6de-0029-68fb-d13c9c1c8b0f,Bounce,2023-08-06,4548.55,Complete,,,,
122122,Pcd2726a09ca8,0b1b6fac-e33c-6003-622e-cd2726a09ca8,Bounce,2023-08-05,4120.05,Active,,,,
109642,P0db615f19796,c9624347-a480-2122-999c-0db615f19796,Bounce,2023-08-02,7070.29,Active,,,,
119645,P999285287513,fe325b69-ee8d-eb77-7e36-999285287513,Bounce,2023-07-31,18594.19,Complete,,,,
113172,Pbbbf91fd7cdb,75a63aa1-466f-7494-ee77-bbbf91fd7cdb,Bounce,2023-07-24,8115.07,Complete,,,,
103002,P43e9f95cab4f,8c381d8f-99c8-36d6-34d9-43e9f95cab4f,Bounce,2023-07-23,5230.11,Complete,,,,
113664,Pdd6d6998051d,388026f4-b950-560d-0082-dd6d6998051d,Bounce,2023-07-19,7609.56,Active,,,,
109746,Pc658989b3c92,863a30cc-a738-dbb7-8a02-c658989b3c92,Bounce,2023-07-16,15625.31,Complete,,,,
109083,P3b65c92ef7b0,c2878cc4-44bf-ee0e-1309-3b65c92ef7b0,Bounce,2023-07-14,10198.22,Complete,,,,
110494,P9c29ca577594,a9d541ce-3c35-108c-8b3c-9c29ca577594,Bounce,2023-07-13,14730.34,Complete,,,,
115418,P1d881c7b9af5,d91a4d49-a911-5e25-46f2-1d881c7b9af5,Bounce,2023-07-13,15183.42,Active,,,,
122900,P4e350133fbc8,55f10615-a190-cf38-784f-4e350133fbc8,Bounce,2023-07-12,8913.04,Active,,,,
111859,P31def2f66615,a2ba5b22-df38-7f62-cbd8-31def2f66615,Bounce,2023-07-12,3015.35,Complete,,,,
103171,Pe4fe081feeab,1866f431-decf-5236-3a90-e4fe081feeab,Bounce,2023-07-10,1329.22,Complete,,,,
104120,P9fa0ad63379a,58efdc71-0326-d896-3448-9fa0ad63379a,Bounce,2023-07-08,1427.00,Complete,,,,
111058,P4f4e3aad4cea,fcd806e7-b2b8-d736-88cb-4f4e3aad4cea,Bounce,2023-07-07,3245.66,Complete,,,,
121220,P7cbdb33b9c15,c6a839ad-7229-e9cf-ba2d-7cbdb33b9c15,Bounce,2023-07-07,4470.31,Complete,,,,
110334,P89c3d5131eb2,c66e9520-e5ed-813e-ce11-89c3d5131eb2,Bounce,2023-07-03,12502.40,Complete,,,,
115011,Pc717de2b4ae2,c6bff679-e2d8-4553-c5ad-c717de2b4ae2,Bounce,2023-06-30,12383.96,Complete,,,,
112187,P887eaefe887f,f35d4efa-aeff-33e5-7589-887eaefe887f,Bounce,2023-06-30,20183.55,Active,,,,
113820,P3f15d1e1df88,f7bc9fd7-1667-b840-ff55-3f15d1e1df88,Bounce,2023-06-29,6509.06,Complete,2024-09-05,2024-09-09,2000.00,2000.00
113579,P2676404c696c,d532d7f8-5e73-b667-31a8-2676404c696c,Bounce,2023-06-27,8660.94,Active,,,,
104643,P99A0307A4F56,24eebd32-5943-4c5e-aba4-99a0307a4f56,Bounce,2023-06-26,11404.62,Complete,2024-08-02,2024-08-05,7114.00,7114.00
106277,P66df1d5b9558,bb4de893-c80d-5634-7ead-66df1d5b9558,Bounce,2023-06-23,18330.42,Complete,,,,
111405,Pbe1d9e62e4ed,07bb4ebc-273e-8a88-ca00-be1d9e62e4ed,Bounce,2023-06-23,2488.32,Complete,,,,
114342,P7a30924f4883,4f82ba41-bb49-a4d4-03ea-7a30924f4883,Bounce,2023-06-23,5795.71,Active,,,,
122875,P1436cb3dea1e,3cc1be11-f66f-6e83-bd63-1436cb3dea1e,Bounce,2023-06-23,20549.58,Active,,,,
105356,P91113e2c95fd,7d1ad398-cc27-c367-f519-91113e2c95fd,Bounce,2023-06-19,4498.41,Complete,,,,
105338,Pc5e5b6a2fb7a,49d5544c-bc71-b714-44d4-c5e5b6a2fb7a,Bounce,2023-06-18,9110.51,Active,,,,
107264,Pcd9bc36921b4,99de17db-a578-c794-7ee8-cd9bc36921b4,Bounce,2023-06-18,1587.48,Complete,,,,
122111,P5c2cae4d02d0,fde8de25-f6d4-e13c-61dd-5c2cae4d02d0,Bounce,2023-06-16,16760.76,Complete,,,,
114196,Pff1f0544b626,84f0a5da-32a5-be42-39c9-ff1f0544b626,Bounce,2023-06-13,21809.85,Active,,,,
114189,P316f2a03cc55,14dcdc55-1f0a-0d35-6501-316f2a03cc55,Bounce,2023-06-09,18077.51,Active,,,,
121232,P04c3525989e9,742dd2d5-be00-dd12-9a96-04c3525989e9,Bounce,2023-06-09,21416.46,Active,,,,
86673,Pead9dfa7b59c,72778c3a-068c-9286-27e9-ead9dfa7b59c,Bounce,2023-06-08,28685.59,Complete,2025-02-25,,18645.63,
108540,Pbfad10de3e30,e8f0ddec-5d84-4105-6ebd-bfad10de3e30,Bounce,2023-06-08,13302.48,Active,,,,
107431,Pa01afb3eaade,c2b5f171-29c4-c14d-5b23-a01afb3eaade,Bounce,2023-06-07,10255.07,Complete,,,,
111688,P9f2fdda2e48f,74f9f6f6-eaf4-9b03-11c9-9f2fdda2e48f,Bounce,2023-06-06,13873.97,Active,,,,
109654,P75cdc41d7e6a,06d36eb2-b8be-a34f-7d6a-75cdc41d7e6a,Bounce,2023-06-04,37125.93,Active,,,,
107753,Pa4fbf29fe53f,bccdd279-30a1-4ddb-5211-a4fbf29fe53f,Bounce,2023-06-02,7095.57,Complete,,,,
114683,Pb697f774f7cb,38bb0689-5a1c-bef0-8655-b697f774f7cb,Bounce,2023-06-01,21726.26,Complete,,,,
111512,Pdf1b40f78442,a226ff28-6bf1-a0d1-368d-df1b40f78442,Bounce,2023-06-01,2723.21,Complete,,,,
110122,P896ea3c013e2,2fa82942-ef46-96f1-c978-896ea3c013e2,Bounce,2023-05-28,20607.20,Complete,,2024-12-11,,13394.68
103077,P553639bfa192,100d8bf3-af07-ae98-14ec-553639bfa192,Bounce,2023-05-28,6966.32,Complete,,,,
110584,P0e09c864743b,cd91c078-4d46-b825-6747-0e09c864743b,Bounce,2023-05-28,17610.22,Active,,,,
119292,P0ee1d8dc0c83,417343e4-b0f0-03c8-c81e-0ee1d8dc0c83,Bounce,2023-05-25,18930.70,Complete,,,,
115808,Pc6b07bb5bb8a,6f9de1ee-7eb1-f230-c580-c6b07bb5bb8a,Bounce,2023-05-21,10732.75,Complete,,,,
108970,Pe4b7db8261e5,fbf612ea-3dd3-1314-c28e-e4b7db8261e5,Bounce,2023-05-20,15497.91,Active,,,,
104392,Pd7abc3032e71,c2a352f8-15fd-948a-62ed-d7abc3032e71,Bounce,2023-05-19,12808.98,Complete,,,,
115648,Pf7f465ddae0c,0aba1e4d-ea8f-13d8-81a5-f7f465ddae0c,Bounce,2023-05-18,10441.29,Complete,,,,
108002,P9aec88b7c462,99246162-3d8b-6782-fd9d-9aec88b7c462,Bounce,2023-05-16,2240.65,Complete,,2024-08-07,1456.42,
118971,P53069525f048,d660408d-d254-a2bf-b305-53069525f048,Bounce,2023-05-15,4086.39,Active,,,,
107482,P9146ec5d5e3e,35f953d5-1797-2f27-4105-9146ec5d5e3e,Bounce,2023-05-13,3249.50,Complete,,,,
113722,Pa5032ad49031,6fc8826d-c505-0ccb-4892-a5032ad49031,Bounce,2023-05-08,6905.29,Active,,,,
113290,P527b262a5112,4b1714d8-1259-22da-2931-527b262a5112,Bounce,2023-05-05,13184.56,Active,,,,
122166,P9fbeb52a20d5,99a4767d-fd55-3fdf-0192-9fbeb52a20d5,Bounce,2023-05-03,8573.77,Active,,,,
106627,P6c1a4e218721,d9944900-1c6d-240b-318e-6c1a4e218721,Bounce,2023-05-01,1084.41,Complete,,,,
121630,P4e379e297c3e,c7268e4d-6994-dd7c-a90d-4e379e297c3e,Bounce,2023-04-27,11569.28,Active,,,,
110631,P8b9759058ee9,50cf87fb-1da7-12dc-9978-8b9759058ee9,Bounce,2023-04-23,8277.65,Complete,,,,
113101,P7054550d3ac6,334f2e16-c92d-a9ff-053c-7054550d3ac6,Bounce,2023-04-19,4218.26,Complete,,,,
116701,P436923dc0780,5203f206-733a-6d41-4e61-436923dc0780,Bounce,2023-04-17,25707.64,Active,,,,
103407,P423151a7d9af,73781cfc-9d59-c3ae-5772-423151a7d9af,Bounce,2023-04-16,3834.03,Complete,,,,
108326,P8c4657d18cbc,c54f78b2-49a4-9957-000f-8c4657d18cbc,Bounce,2023-04-14,16478.63,Active,,,,
117449,Pa11fc4adec7c,09339346-2477-a63f-7167-a11fc4adec7c,Bounce,2023-04-12,17517.00,Complete,,,,
122230,P2b42ca2943ff,b6da53ec-6a80-e550-f56e-2b42ca2943ff,Bounce,2023-04-12,15862.99,Active,,,,
121287,Pe27b6a1c568c,83023eed-c48c-52be-135c-e27b6a1c568c,Bounce,2023-04-08,7429.75,Active,,,,
103843,Pa63c62728e1e,92836a9f-3b6a-7e55-d888-a63c62728e1e,Bounce,2023-03-31,7555.16,Complete,,,,
113851,Pde622fc20341,6b12e718-f549-f163-5e8a-de622fc20341,Bounce,2023-03-28,8662.05,Active,,,,
119394,Pfb380aadd69d,0e6cc2f0-8bab-90ed-efd0-fb380aadd69d,Bounce,2023-03-27,4943.57,Complete,,,,
120840,P563890529301,f3eca57a-995e-5fe4-70df-563890529301,Bounce,2023-03-26,4778.87,Complete,,,,
114637,Pf466c727d253,f6084e4e-747b-752a-c051-f466c727d253,Bounce,2023-03-25,17760.20,Active,,,,
114341,Pebf3c9992767,6079881b-f2a1-0f52-28ad-ebf3c9992767,Bounce,2023-03-25,16180.20,Complete,,,,
112644,P95e1c50ff873,cab3a970-ac48-796b-f8cc-95e1c50ff873,Bounce,2023-03-24,19965.34,Complete,,,,
114349,P4d2537864cc9,20441e2c-00d5-222a-308f-4d2537864cc9,Bounce,2023-03-20,16010.50,Complete,,,,
119125,Padf4816f5d3c,5443d0ed-ef13-56cf-a1a2-adf4816f5d3c,Bounce,2023-03-20,33901.49,Active,,,,
83873,Pb8b1f2f7e171,2784f6f0-583d-2616-9624-b8b1f2f7e171,Bounce,2023-03-18,24022.93,Active,2025-06-24,,14413.75,
113885,Pbd8021c0f8c3,6c46f0f9-ab43-3081-bcfd-bd8021c0f8c3,Bounce,2023-03-18,2488.22,Complete,,,,
121409,P282462b8125a,e7266861-40ba-77f8-a3c0-282462b8125a,Bounce,2023-03-14,20518.82,Active,,,,
109299,P27d936d17cef,381815ab-3a14-bdee-d064-27d936d17cef,Bounce,2023-03-13,19310.18,Active,,,,
116439,P4d7756a2c0c5,b2e5d6cb-bd1c-e3e6-70e5-4d7756a2c0c5,Bounce,2023-03-11,8845.76,Active,,,,
107845,P9c1564e64246,0ef39cab-f600-f1e3-d2d3-9c1564e64246,Bounce,2023-03-09,3680.05,Active,,,,
105596,P38c7267c79c6,f0fb552d-53bb-ecf2-611a-38c7267c79c6,Bounce,2023-03-07,10275.91,Complete,,,,
109086,P9db2ad0e1452,f5c48b66-9f77-ef04-9915-9db2ad0e1452,Bounce,2023-03-01,21758.14,Active,,,,
105132,Pa98ce9b194b6,30a28d24-f43e-798c-4d3a-a98ce9b194b6,Bounce,2023-02-25,14930.79,Active,,,,
104386,P7b126dee995e,96aa281a-bea3-ce63-d5d9-7b126dee995e,Bounce,2023-02-25,12358.62,Complete,,,,
125441,Pc101b9b785c6,0cfcb676-a07e-c0ad-36a6-c101b9b785c6,Bounce,2023-02-24,10183.93,Active,,,,
112076,P85745b5267e0,c4a165be-c73e-3c58-eaa0-85745b5267e0,Bounce,2023-02-23,7635.15,Active,,,,
113972,Pbd660c89e43d,dc9b2b11-acf0-8a4c-d367-bd660c89e43d,Bounce,2023-02-21,5057.90,Complete,,,,
104012,Pef96cc2bb3f4,510fff91-b393-8c60-bb86-ef96cc2bb3f4,Bounce,2023-02-21,2751.16,Complete,,,,
107141,Pa0246ad1da41,825bc846-95c3-6790-f063-a0246ad1da41,Bounce,2023-02-20,8779.61,Complete,,,,
106255,P142eb22aba3c,5d82b7c8-e33c-5146-b223-142eb22aba3c,Bounce,2023-02-18,5898.09,Active,,,,
115201,P61f1316e61fd,343b0a60-b324-f3a2-0772-61f1316e61fd,Bounce,2023-02-17,14812.36,Complete,,,,
111245,Pcffe77dc2624,88f52d8f-04cb-5809-8801-cffe77dc2624,Bounce,2023-02-13,5350.33,Active,,,,
113033,P69dc73b31a89,8ec91e1a-a020-185e-26a7-69dc73b31a89,Bounce,2023-02-10,12541.07,Active,,,,
107475,P45e7c153d3f7,bf4704ea-2406-21c6-fe44-45e7c153d3f7,Bounce,2023-02-06,2864.28,Complete,,,,
110085,P657316c5088a,58995ee8-f5d1-4d19-9116-657316c5088a,Bounce,2023-02-03,19011.78,Active,,,,
115017,P77ed60a311f8,87d97a0c-039a-186c-7215-77ed60a311f8,Bounce,2023-01-30,33361.05,Complete,,,,
117104,P60b5829fc73f,dce363d2-d3d8-3c79-db2e-60b5829fc73f,Bounce,2023-01-29,17165.70,Active,,,,
107765,P5a3031a72903,daf47139-088d-ddf0-a264-5a3031a72903,Bounce,2023-01-25,29207.44,Active,,,,
117058,P0f87d57dfd54,1d59d693-311c-7c46-e542-0f87d57dfd54,Bounce,2023-01-25,13373.86,Complete,,2024-10-24,,
106553,P8bca95b45e56,557dc3da-7f93-57c2-8be0-8bca95b45e56,Bounce,2023-01-22,21921.01,Active,,,,
107928,Pac6cb9b03852,5434d73e-0518-b452-ed44-ac6cb9b03852,Bounce,2023-01-14,7140.22,Active,,,,
113824,Pe08d6acd2a23,ffc4996b-fa78-551d-f6b3-e08d6acd2a23,Bounce,2023-01-13,8527.64,Active,,,,
113323,Pdcb94105b9f6,d83f9753-0195-f099-5bd5-dcb94105b9f6,Bounce,2023-01-05,4771.24,Complete,,,3101.31,
107422,Pf6dd3e23a664,300f1e9a-b0a7-8df4-8678-f6dd3e23a664,Bounce,2023-01-03,3243.16,Active,,,,
113691,P07e95d11b5e8,1fb8141d-c27a-a4d7-4ada-07e95d11b5e8,Bounce,2023-01-02,13118.05,Active,,,,
107748,Pbc58ca825749,be6c6c50-3e07-bbb1-6c08-bc58ca825749,Bounce,2022-12-31,8819.10,Active,,,,
117094,Pdbad78914f2a,64bbc08d-710a-795a-baa1-dbad78914f2a,Bounce,2022-12-30,11624.46,Active,,,,
103836,P4750f6a90568,5dad0f0f-4ce1-54db-d2a2-4750f6a90568,Bounce,2022-12-26,4619.27,Active,,,,
107311,P746e0522343a,245d6581-fcf9-931e-5c06-746e0522343a,Bounce,2022-12-26,4472.41,Active,,,,
109760,P7b84b08f578e,a0b2f630-d13d-1ec4-b461-7b84b08f578e,Bounce,2022-12-26,13703.88,Active,,,,
114377,Pef4ff499a13c,81bcf5a6-1709-4919-e0dd-ef4ff499a13c,Bounce,2022-12-24,17558.77,Active,,,,
105695,P91dee9302429,3c44d686-e61d-baaf-6072-91dee9302429,Bounce,2022-12-24,3463.09,Active,,,,
110717,Pf68efff9e893,0a30ea18-a960-e57c-6334-f68efff9e893,Bounce,2022-12-21,21861.15,Active,,,,
108201,P8c64b552a9b8,294c6056-cbc8-021a-9317-8c64b552a9b8,Bounce,2022-12-18,10939.76,Complete,,,,
125022,P8156b47eb9b5,7a7ea551-8911-f28a-9245-8156b47eb9b5,Bounce,2022-12-15,19246.77,Active,,,,
109344,Pa53485d4a70d,8be70a54-b822-1cfa-7b1c-a53485d4a70d,Bounce,2022-12-14,15945.01,Active,,,,
111439,P1eea687091fc,2288b0a5-60f1-370b-04eb-1eea687091fc,Bounce,2022-12-14,36351.64,Complete,,,,
111858,P5b009539df7b,7685fd14-9508-94fa-bbd3-5b009539df7b,Bounce,2022-12-12,18804.20,Active,,,,
111861,Pa759e856e1de,2151f971-987b-ffd7-4074-a759e856e1de,Bounce,2022-12-12,21469.67,Complete,,,,
117413,Pf9b3ffa73920,f9829534-0480-04e6-dba1-f9b3ffa73920,Bounce,2022-12-08,24614.53,Active,,,,
112806,P9934c3ad25b8,61133916-7a4c-e1e1-8933-9934c3ad25b8,Bounce,2022-12-03,13659.36,Active,,,,
105386,P483bc263e5b6,4997391e-377a-b501-a77f-483bc263e5b6,Bounce,2022-12-01,10649.53,Complete,,,,
114062,Pba86a698967e,7c5e0bf2-f43c-029e-5983-ba86a698967e,Bounce,2022-11-30,16959.03,Complete,,,,
109638,P557fd8947c89,9fd2d54e-4c79-4a44-0422-557fd8947c89,Bounce,2022-11-29,7363.58,Complete,,,,
114360,P18f9ff728bf7,1eed561a-8b82-468a-3e07-18f9ff728bf7,Bounce,2022-11-29,23478.28,Complete,,,,
113010,P5071afd89da1,2014ee03-2269-5705-a4c9-5071afd89da1,Bounce,2022-11-29,9494.63,Active,,,,
114423,P594b5c4a229c,1f4fd9bf-2cf9-70f8-f6ba-594b5c4a229c,Bounce,2022-11-29,15152.28,Active,,,,
114000,P74e56c37676e,acf964c2-3b5f-a6fc-9b8d-74e56c37676e,Bounce,2022-11-25,22444.88,Complete,,,,
116026,P9d927e6331ba,35befc6c-a518-2e80-db66-9d927e6331ba,Bounce,2022-11-24,13902.51,Active,,,,
114300,P18ba0d51acd8,c929cad9-a2b9-ef78-3115-18ba0d51acd8,Bounce,2022-11-22,7411.48,Complete,,,,
108986,P88491b925c97,cfb39c3d-364e-3486-6d1b-88491b925c97,Bounce,2022-11-20,22455.94,Active,,,,
114303,P32f10dea25ea,8add71f2-9e13-955d-eb0f-32f10dea25ea,Bounce,2022-11-18,24369.80,Complete,,,,
125435,P6a55f595f187,ddec6863-cef4-46c6-d95c-6a55f595f187,Bounce,2022-11-17,13741.44,Complete,,,,
108086,P8844d8fcace3,2bc0b9c4-5f6b-d4a1-dcb7-8844d8fcace3,Bounce,2022-11-12,8955.01,Active,,,,
108875,P8977c4953908,88c2427a-8cda-4365-3c16-8977c4953908,Bounce,2022-11-08,14068.92,Complete,2025-06-20,2025-06-26,9144.80,
111744,P85782e2427fb,eab30a83-ecda-6b62-f7a1-85782e2427fb,Bounce,2022-11-07,9311.30,Active,,,,
105329,P656ceaa83dc3,cc37ee6d-301b-6341-6fb0-656ceaa83dc3,Bounce,2022-11-03,3033.79,Active,,,,
106597,Pcfa115fff203,4aebf92a-b505-5d80-fc16-cfa115fff203,Bounce,2022-11-02,3969.17,Active,,,,
108140,P70ed3ec3909f,d4b45af0-8bb8-96a0-8dd4-70ed3ec3909f,Bounce,2022-11-01,6844.48,Active,,,,
113622,P7648d3a6cf6b,a1082f87-9a22-d2e8-0a3e-7648d3a6cf6b,Bounce,2022-10-29,16966.45,Complete,,,,
109861,P14f081083ac1,9cbbec56-bbeb-5eb6-2d93-14f081083ac1,Bounce,2022-10-29,10716.02,Active,,,,
109019,P3b08ed74e561,dcac1b80-ab7c-4c94-0f98-3b08ed74e561,Bounce,2022-10-29,19356.52,Active,,,,
105403,PB7A7A1CAEC5C,5f9a4962-bb75-4f40-a2cf-b7a7a1caec5c,Bounce,2022-10-26,9260.35,Complete,,,,
109517,Pa207ac4c129d,554676d3-60c0-7b77-ba6b-a207ac4c129d,Bounce,2022-10-22,10098.26,Active,,,,
108671,P86b2af2cccd4,9f366a5e-d237-21c7-9039-86b2af2cccd4,Bounce,2022-10-22,16467.28,Complete,,,,
107294,Pbfde7ce2b575,fc2b5ccf-92b3-81dd-1983-bfde7ce2b575,Bounce,2022-10-19,2514.20,Complete,,,,
115752,Pa2e873f83296,6c286fb4-3166-3097-2674-a2e873f83296,Bounce,2022-10-18,5876.55,Active,,,,
104949,P79480003719E,599bbaf0-d3ef-4324-9b8f-79480003719e,Bounce,2022-10-18,5438.82,Active,,,,
116632,Pefc2e6a2cb79,df877482-950a-f817-d1b7-efc2e6a2cb79,Bounce,2022-10-15,9538.74,Active,,,,
104334,P5BF322745798,8a1ce771-d8ba-430c-aa39-5bf322745798,Bounce,2022-10-14,12036.92,Complete,,,,
108190,P91d86634e228,5e0efc87-bed1-0be9-1d12-91d86634e228,Bounce,2022-10-13,25121.66,Active,,,,
111822,P8ec463c3cee1,8e220da1-5709-6126-860f-8ec463c3cee1,Bounce,2022-10-10,18263.86,Active,,,,
113738,P83be27eea7e2,f36aee50-67b0-f2b3-5d87-83be27eea7e2,Bounce,2022-10-07,10401.20,Active,,,,
107072,P0c9651c963b8,e8cf95ba-6d2a-6af0-250b-0c9651c963b8,Bounce,2022-09-30,7291.56,Active,,,,
105142,P416d00fef15e,e591064b-55b0-b94d-aa91-416d00fef15e,Bounce,2022-09-29,3401.59,Complete,,,,
113539,P6129a67ce0cd,00ab2586-07c1-35c6-a89d-6129a67ce0cd,Bounce,2022-09-23,15078.47,Active,,,,
113904,Pc48716fd3415,ed17dfc3-4073-d3d4-517f-c48716fd3415,Bounce,2022-09-15,16020.65,Active,,,,
108324,Pf96e8f2d92be,427be903-2176-5668-f0f5-f96e8f2d92be,Bounce,2022-09-12,3766.34,Active,,,,
103188,Pa247ce13f7c4,d570a33c-3d8a-7eff-9c49-a247ce13f7c4,Bounce,2022-09-11,9018.11,Complete,2025-05-23,2025-05-30,5861.77,
105185,Pd3aa9c57150c,d7050632-8302-a0a4-4bab-d3aa9c57150c,Bounce,2022-09-06,9253.27,Complete,,,,
109204,P3c34aec62f5d,7306f7d5-c8bb-b561-d0c3-3c34aec62f5d,Bounce,2022-09-05,16218.92,Active,,,,
107791,P50b7555a39e6,84241624-145b-f595-2f76-50b7555a39e6,Bounce,2022-09-03,5685.19,Active,,,,
109546,P5c03aa8c2e77,3d33433d-de6a-ea7d-e6da-5c03aa8c2e77,Bounce,2022-08-26,8730.73,Complete,,,,
108914,Pceff05c551a5,9aa4f99d-e4ce-bc27-4007-ceff05c551a5,Bounce,2022-08-26,22655.48,Active,,,,
113761,Pcea34afc8c0d,d28b0b9a-f58e-d441-24e7-cea34afc8c0d,Bounce,2022-08-23,6105.73,Complete,,,,
112590,P777cfee18f58,7b41d3e6-d2bc-47ee-cbaa-777cfee18f58,Bounce,2022-08-20,18387.78,Active,,,,
104647,P1958F20B17E7,a81cba69-5556-4f6a-a1c4-1958f20b17e7,Bounce,2022-08-19,1228.84,Complete,,,,
106820,P13e55a270fdd,b37950f5-0249-accb-69b3-13e55a270fdd,Bounce,2022-08-13,2081.43,Complete,,,,
107104,Pf5402fd25f66,4c467d96-ed5e-7d02-f408-f5402fd25f66,Bounce,2022-08-13,10911.38,Complete,,,,
107613,Pbc048f1eb6e7,4849b302-e987-27d2-8822-bc048f1eb6e7,Bounce,2022-07-30,12708.38,Active,,,,
108428,P91b42140b984,a8046a7d-c5bf-8e15-9f9d-91b42140b984,Bounce,2022-07-30,6072.03,Complete,,,,
106620,P806f7fba3e4b,b0397429-f004-a155-9912-806f7fba3e4b,Bounce,2022-07-30,11801.83,Complete,,,,
103440,P2a98d9ed30db,39c58ae1-dadb-6ae3-cf64-2a98d9ed30db,Bounce,2022-07-26,13045.80,Complete,,,,
107532,P0bed5a5afe1c,4678c479-c654-c0e5-f68f-0bed5a5afe1c,Bounce,2022-07-25,28686.23,Complete,,,,
103291,Pa864c87d08b3,8449449d-0b13-63be-6b8b-a864c87d08b3,Bounce,2022-07-24,16897.60,Active,,,,
105011,P5e977df30bec,2044f1a8-e992-f6eb-bcca-5e977df30bec,Bounce,2022-07-23,4020.14,Active,,,,
109440,P3a3ebb8568c8,3c9fab3d-bf2b-5310-c140-3a3ebb8568c8,Bounce,2022-07-20,16477.59,Active,,,,
109419,Pb88b340cab81,3785754d-0245-53a9-784e-b88b340cab81,Bounce,2022-07-19,14127.24,Active,,,,
107848,P8b6cf0073757,63389cf8-78eb-02a7-4d17-8b6cf0073757,Bounce,2022-07-07,4704.37,Complete,,,,
104314,PE0E3EF73955F,dc28dfac-7156-4f88-8e0c-e0e3ef73955f,Bounce,2022-07-01,5638.80,Active,,,,
104447,Pe54df5bb748a,240b988a-4247-68fa-d47c-e54df5bb748a,Bounce,2022-07-01,6341.53,Complete,,,,
114468,P8a15ecfdca46,3ac20363-fd5e-ae49-9f48-8a15ecfdca46,Bounce,2022-06-29,8493.56,Complete,2025-02-04,2024-10-16,5520.81,5520.81
113604,P7e4d2d2ae3c0,92a7008f-46f5-b8d4-3752-7e4d2d2ae3c0,Bounce,2022-06-28,8712.16,Active,,,,
104322,P58BDF13D353A,eebfcbb9-d2bf-49af-aff4-58bdf13d353a,Bounce,2022-06-28,9480.33,Active,,,,
103951,P836f0524673b,ec8c9ae2-b927-63d7-f598-836f0524673b,Bounce,2022-06-16,17449.65,Active,,,,
107447,Pb3f6a49010f8,3b3086a3-eeff-d424-1161-b3f6a49010f8,Bounce,2022-06-15,13184.93,Complete,,,,
108901,P8bbe22ff24b6,e06c2408-6b50-4983-7572-8bbe22ff24b6,Bounce,2022-06-15,7459.94,Complete,2025-01-06,2024-10-08,,4028.47
114071,P6b38650be9a1,410def46-3222-c6ee-a7d4-6b38650be9a1,Bounce,2022-06-02,8294.20,Active,,,,
107949,P45740d2d3c96,aa435866-0e0d-3a1f-6256-45740d2d3c96,Bounce,2022-05-20,16116.07,Complete,,,,
104955,PAE45E4DFDD2E,8ee47e8d-323a-41d8-b262-ae45e4dfdd2e,Bounce,2022-05-20,3813.38,Active,,,,
108299,P9E6F89F48E8D,7d1d492c-75a4-4cb9-a607-9e6f89f48e8d,Bounce,2022-04-27,7432.35,Complete,,,,
106900,P4999458efb02,de96279c-d757-a8f5-0460-4999458efb02,Bounce,2022-04-23,9324.49,Complete,,,,
125411,P88CF4B05240E,1cf0cbd4-f54b-40fe-a5f3-88cf4b05240e,Bounce,2022-04-19,15759.73,Complete,,,,
105706,Pfc7fa58ba8e7,c560b1ea-179c-8688-c714-fc7fa58ba8e7,Bounce,2022-04-14,7573.63,Active,,,,
107849,Pe0ff1736ee06,c38fed8b-b211-9b85-24a1-e0ff1736ee06,Bounce,2022-04-08,20519.31,Active,,,,
104808,P8FF969D40359,ea0ecbd0-cac0-4cf6-ad0d-8ff969d40359,Bounce,2022-04-07,12618.62,Complete,,,,
108470,P86ca592d3223,12c1705f-0926-cedb-90bd-86ca592d3223,Bounce,2022-03-01,14285.64,Active,,,,
114004,P8149db9e5d02,cefb35b5-dd79-3630-9b0e-8149db9e5d02,Bounce,2022-02-25,13521.13,Active,,,,
106818,P20ac7deabdd8,71cd549e-2acd-7dcc-b121-20ac7deabdd8,Bounce,2022-02-25,7504.72,Active,,,,
107983,Pf378e0e129fb,d5667e6f-910a-3b55-0169-f378e0e129fb,Bounce,2022-02-16,7230.13,Complete,,,,
104802,P15F9673E5BA3,aef876f0-19eb-418b-b652-15f9673e5ba3,Bounce,2022-02-12,12314.78,Active,,,,
104164,Pb0e9ad730430,9ead6655-4aea-0575-7911-b0e9ad730430,Bounce,2022-02-12,10959.41,Active,,,,
108114,P5048bc286b98,7c102d8d-ebc8-b67e-2e9f-5048bc286b98,Bounce,2022-02-02,13588.31,Complete,,,,
105152,P1065c590de67,99bb2430-2842-703b-9ee3-1065c590de67,Bounce,2022-01-29,14088.56,Active,,,,
108345,P358c9dc41b85,ebad9707-52e2-4bd2-0bbe-358c9dc41b85,Bounce,2021-12-14,7363.58,Active,,,,
104355,P1D0E7A023F7D,76afaf4b-c511-4169-a911-1d0e7a023f7d,Bounce,2021-11-24,4453.26,Active,,,,
106036,P1B560B960C72,9b10eb95-531d-474f-b147-1b560b960c72,Bounce,2021-11-15,15559.82,Active,,,,
